Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método
4085,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3762,09/2014,SANTA CATARINA,IBOPE,,
4086,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3763,07/2014,SÃO PAULO/SP,IBOPE,,
4087,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3764,08/2014,SÃO PAULO/SP,IBOPE,,
4088,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3765,08/2014,SÃO PAULO/SP,IBOPE,,
4089,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3766,09/2014,SÃO PAULO/SP,IBOPE,,
4090,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3767,09/2014,SÃO PAULO/SP,IBOPE,,
4091,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3768,09/2014,SÃO PAULO/SP,IBOPE,,
4092,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SÃO PAULO-SP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3769,09/2014,SÃO PAULO/SP,IBOPE,,
4093,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SERGIPE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3770,08/2014,SERGIPE,IBOPE,,
4094,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SERGIPE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3771,09/2014,SERGIPE,IBOPE,,
4095,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SERGIPE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3772,08/2014,SERGIPE,IBOPE,,
4096,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL TOCANTINS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3773,09/2014,TOCANTINS,IBOPE,,
4097,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL TOCANTINS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3775,09/2014,TOCANTINS,IBOPE,,
4098,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL TOCANTINS,https://www.cesop.unicamp.br/por/banco_de_dados/v/4174,09/2014,TOCANTINS,IBOPE,,
4099,AVALIAÇÃO DO PRESIDENTE MICHEL TEMER,https://www.cesop.unicamp.br/por/banco_de_dados/v/4173,12/2016,BRASIL,DATAFOLHA,,
4100,MANIFESTAÇÕES_MARÇO_2016,https://www.cesop.unicamp.br/por/banco_de_dados/v/4172,03/2016,SÃO PAULO/CAP,FPA-FUNDAÇÃO PERSEU ABRAMO,,
4101,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL RIO BRANCO-AC,https://www.cesop.unicamp.br/por/banco_de_dados/v/3902,09/2016,RIO BRANCO/AC,IBOPE,,
4102,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL RIO BRANCO-AC,https://www.cesop.unicamp.br/por/banco_de_dados/v/3903,09/2016,RIO BRANCO/AC,IBOPE,,
4103,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACEIÓ-AL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3904,08/2016,MACEIÓ/AL,IBOPE,,
4104,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACEIÓ-AL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3905,09/2016,MACEIÓ/AL,IBOPE,,
4105,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACEIÓ-AL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3906,09/2016,MACEIÓ/AL,IBOPE,,
4106,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACEIÓ-AL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3912,10/2016,MACEIÓ/AL,IBOPE,,
4107,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACEIÓ-AL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3913,10/2016,MACEIÓ/AL,IBOPE,,
4108,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACAPÁ-AP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3914,08/2016,MACAPÁ/AP,IBOPE,,
4109,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACAPÁ-AP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3915,09/2016,MACAPÁ/AP,IBOPE,,
4110,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACAPÁ-AP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3916,09/2016,MACAPÁ/AP,IBOPE,,
4111,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACAPÁ-AP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3917,10/2016,MACAPÁ/AP,IBOPE,,
4112,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MACAPÁ-AP,https://www.cesop.unicamp.br/por/banco_de_dados/v/3918,10/2016,MACAPÁ/AP,IBOPE,,
4113,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MANAUS-AM,https://www.cesop.unicamp.br/por/banco_de_dados/v/3919,08/2016,MANAUS/AM,IBOPE,,
4114,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MANAUS-AM,https://www.cesop.unicamp.br/por/banco_de_dados/v/3920,09/2016,MANAUS/AM,IBOPE,,
4115,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MANAUS-AM,https://www.cesop.unicamp.br/por/banco_de_dados/v/3921,09/2016,MANAUS/AM,IBOPE,,
4116,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MANAUS-AM,https://www.cesop.unicamp.br/por/banco_de_dados/v/3911,10/2016,MANAUS/AM,IBOPE,,
4117,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MANAUS-AM,https://www.cesop.unicamp.br/por/banco_de_dados/v/3922,10/2016,MANAUS/AM,IBOPE,,
4118,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL BARREIRAS-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3923,09/2016,BARREIRAS/BA,IBOPE,,
4119,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAMAÇARI-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3924,08/2016,CAMAÇARI/BA,IBOPE,,
4120,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAMAÇARI-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3925,09/2016,CAMAÇARI/BA,IBOPE,,
4121,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CANDEIAS-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3927,08/2016,CANDEIAS/BA,IBOPE,,
4122,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SANTANA-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3928,08/2016,FEIRA DE SANTANA/BA,IBOPE,,
4123,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SANTANA-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3930,09/2016,FEIRA DE SANTANA/BA,IBOPE,,
4124,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SANTANA-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3931,09/2016,FEIRA DE SANTANA/BA,IBOPE,,
4125,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL LUIS EDUARDO MAGALHÃES-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3932,09/2016,LUIS EDUARDO MAGALHÃES/BA,IBOPE,,
4126,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SALVADOR-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3933,08/2016,SALVADOR/BA,IBOPE,,
4127,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SALVADOR-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3934,08/2016,SALVADOR/BA,IBOPE,,
4128,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SALVADOR-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3935,09/2016,SALVADOR/BA,IBOPE,,
4129,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SALVADOR-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3936,09/2016,SALVADOR/BA,IBOPE,,
4130,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO FRANCISCO DO CONDE-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3937,09/2016,SÃO FRANCISCO DO CONDE/BA,IBOPE,,
4131,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SIMÕES FILHO-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3938,08/2016,SIMÕES FILHO/BA,IBOPE,,
4132,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL ARACATI-BA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3939,06/2016,ARACATI/CE,IBOPE,,
4133,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CASCAVEL-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3940,09/2016,CASCAVEL/CE,IBOPE,,
4134,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAUCAIA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3941,10/2016,CAUCAIA/CE,IBOPE,,
4135,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAUCAIA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3942,09/2016,CAUCAIA/CE,IBOPE,,
4136,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAUCAIA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3943,10/2016,CAUCAIA/CE,IBOPE,,
4137,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CRATO-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3944,09/2016,CRATO/CE,IBOPE,,
4138,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL FORTALEZA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3945,08/2016,FORTALEZA/CE,IBOPE,,
4139,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL FORTALEZA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3946,09/2016,FORTALEZA/CE,IBOPE,,
4140,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL FORTALEZA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3947,09/2016,FORTALEZA/CE,IBOPE,,
4141,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL FORTALEZA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3926,10/2016,FORTALEZA/CE,IBOPE,,
4142,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL FORTALEZA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3929,10/2016,FORTALEZA/CE,IBOPE,,
4143,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GUARACIABA DO NORTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3949,09/2016,GUARACIABA DO NORTE/CE,IBOPE,,
4144,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL HORIZONTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3950,09/2016,HORIZONTE/CE,IBOPE,,
4145,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL IPU-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3951,08/2016,IPU/CE,IBOPE,,
4146,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL ITAPIPOCA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3948,09/2016,ITAPIPOCA/CE,IBOPE,,
4147,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL JUAZEIRO DO NORTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3953,08/2016,JUAZEIRO DO NORTE/CE,IBOPE,,
4148,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL JUAZEIRO DO NORTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3954,09/2016,JUAZEIRO DO NORTE/CE,IBOPE,,
4149,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL JUAZEIRO DO NORTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3955,09/2016,JUAZEIRO DO NORTE/CE,IBOPE,,
4150,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MAURITI-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3956,08/2016,MAURITI/CE,IBOPE,,
4151,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MOMBAÇA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3958,05/2016,MOMBAÇA/CE,IBOPE,,
4152,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL MONSENHOR TABOSA-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3957,08/2016,MONSENHOR TABOSA/CE,IBOPE,,
4153,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL QUIXERAMOBIM-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3959,09/2016,QUIXERAMOBIM/CE,IBOPE,,
4154,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL RUSSAS-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3961,09/2016,RUSSAS/CE,IBOPE,,
4155,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO GONÇALO DO AMARANTE-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3960,08/2016,SÃO GONÇALO DO AMARANTE/CE,IBOPE,,
4156,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SOBRAL-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3963,09/2016,SOBRAL/CE,IBOPE,,
4157,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SOBRAL-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3962,08/2016,SOBRAL/CE,IBOPE,,
4158,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SOBRAL-CE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3964,09/2016,SOBRAL/CE,IBOPE,,
4159,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL VITÓRIA-ES,https://www.cesop.unicamp.br/por/banco_de_dados/v/3965,08/2016,VITÓRIA/ES,IBOPE,,
4160,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL VITÓRIA-ES,https://www.cesop.unicamp.br/por/banco_de_dados/v/3966,09/2016,VITÓRIA/ES,IBOPE,,
4161,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL VITÓRIA-ES,https://www.cesop.unicamp.br/por/banco_de_dados/v/3967,09/2016,VITÓRIA/ES,IBOPE,,
4162,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL VITÓRIA-ES,https://www.cesop.unicamp.br/por/banco_de_dados/v/3968,10/2016,VITÓRIA/ES,IBOPE,,
4163,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL VITÓRIA-ES,https://www.cesop.unicamp.br/por/banco_de_dados/v/3969,10/2016,VITÓRIA/ES,IBOPE,,
4164,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GOIÂNIA-GO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3970,08/2016,GOIÂNIA/GO,IBOPE,,
4165,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GOIÂNIA-GO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3971,09/2016,GOIÂNIA/GO,IBOPE,,
4166,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GOIÂNIA-GO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3972,09/2016,GOIÂNIA/GO,IBOPE,,
4167,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GOIÂNIA-GO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3973,10/2016,GOIÂNIA/GO,IBOPE,,
4168,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL GOIÂNIA-GO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3974,10/2016,GOIÂNIA/GO,IBOPE,,
4169,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO LUIS-MA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3975,08/2016,SÃO LUIS/MA,IBOPE,,
4170,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO LUIS-MA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3976,09/2016,SÃO LUIS/MA,IBOPE,,
4171,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO LUIS-MA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3977,09/2016,SÃO LUIS/MA,IBOPE,,
4172,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO LUIS-MA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3978,10/2016,SÃO LUIS/MA,IBOPE,,
4173,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SÃO LUIS-MA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3979,10/2016,SÃO LUIS/MA,IBOPE,,
4174,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CUIABÁ-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3980,08/2016,CUIABÁ/MT,IBOPE,,
4175,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CUIABÁ-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3981,09/2016,CUIABÁ/MT,IBOPE,,
4176,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CUIABÁ-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3982,09/2016,CUIABÁ/MT,IBOPE,,
4177,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CUIABÁ-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3983,10/2016,CUIABÁ/MT,IBOPE,,
4178,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CUIABÁ-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3984,10/2016,CUIABÁ/MT,IBOPE,,
4179,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL SINOP-MT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3985,09/2016,SINOP/MT,IBOPE,,
4180,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAMPO GRANDE-MS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3986,08/2016,CAMPO GRANDE/MS,IBOPE,,
4181,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAMPO GRANDE-MS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3987,09/2016,CAMPO GRANDE/MS,IBOPE,,
4182,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL CAMPO GRANDE-MS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3988,09/2016,CAMPO GRANDE/MS,IBOPE,,
