Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método
3968,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3814,08/2014,CEARÁ/CE,IBOPE,,
3969,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3815,09/2014,CEARÁ/CE,IBOPE,,
3970,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3816,09/2014,CEARÁ/CE,IBOPE,,
3971,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3817,10/2014,CEARÁ/CE,IBOPE,,
3972,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3818,10/2014,CEARÁ/CE,IBOPE,,
3973,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3819,04/2014,CEARÁ/CE,IBOPE,,
3974,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL CEARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3820,05/2014,CEARÁ/CE,IBOPE,,
3975,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3821,07/2014,DISTRITO FEDERAL,IBOPE,,
3976,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3822,08/2014,DISTRITO FEDERAL,IBOPE,,
3977,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3823,09/2014,DISTRITO FEDERAL,IBOPE,,
3978,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3824,09/2014,DISTRITO FEDERAL,IBOPE,,
3979,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3825,09/2014,DISTRITO FEDERAL,IBOPE,,
3980,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3826,09/2014,DISTRITO FEDERAL,IBOPE,,
3981,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3827,10/2014,DISTRITO FEDERAL,IBOPE,,
3982,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3828,10/2014,DISTRITO FEDERAL,IBOPE,,
3983,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL ESPÍRITO SANTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3829,08/2014,ESPÍRITO SANTO,IBOPE,,
3984,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL ESPÍRITO SANTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3830,09/2014,ESPÍRITO SANTO,IBOPE,,
3985,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL ESPÍRITO SANTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3831,09/2014,ESPÍRITO SANTO,IBOPE,,
3986,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL ESPÍRITO SANTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3832,06/2014,ESPÍRITO SANTO,IBOPE,,
3987,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3833,07/2014,GOIÁS,IBOPE,,
3988,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3834,08/2014,GOIÁS,IBOPE,,
3989,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3836,09/2014,GOIÁS,IBOPE,,
3990,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3835,09/2014,GOIÁS,IBOPE,,
3991,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3838,09/2014,GOIÁS,IBOPE,,
3992,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3837,10/2014,GOIÁS,IBOPE,,
3993,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3846,10/2014,GOIÁS,IBOPE,,
3994,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL GOIÁS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3847,10/2014,GOIÁS,IBOPE,,
3995,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL DISTRITO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3848,10/2014,DISTRITO FEDERAL,IBOPE,,
3996,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MARANHÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3849,09/2014,MARANHÃO,IBOPE,,
3997,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MARANHÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3850,09/2014,MARANHÃO,IBOPE,,
3998,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3851,08/2014,MATO GROSSO,IBOPE,,
3999,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3852,08/2014,MATO GROSSO,IBOPE,,
4000,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3853,09/2014,MATO GROSSO,IBOPE,,
4001,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3854,09/2014,MATO GROSSO,IBOPE,,
4002,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3855,07/2014,MATO GROSSO DO SUL,IBOPE,,
4003,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3856,08/2014,MATO GROSSO DO SUL,IBOPE,,
4004,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3857,09/2014,MATO GROSSO DO SUL,IBOPE,,
4005,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3858,09/2014,MATO GROSSO DO SUL,IBOPE,,
4006,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3859,10/2014,MATO GROSSO DO SUL,IBOPE,,
4007,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3860,10/2014,MATO GROSSO DO SUL,IBOPE,,
4008,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3861,10/2014,MATO GROSSO DO SUL,IBOPE,,
4009,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3862,05/2014,MATO GROSSO DO SUL,IBOPE,,
4010,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3863,07/2014,MATO GROSSO DO SUL,IBOPE,,
4011,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3864,08/2014,MATO GROSSO DO SUL,IBOPE,,
4012,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MATO GROSSO DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3865,09/2014,MATO GROSSO DO SUL,IBOPE,,
4013,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MINAS GERAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3866,09/2014,MINAS GERAIS/MG,IBOPE,,
4014,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MINAS GERAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3867,09/2014,MINAS GERAIS/MG,IBOPE,,
4015,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL MINAS GERAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/3869,09/2014,MINAS GERAIS/MG,IBOPE,,
4016,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3868,08/2014,PARÁ,IBOPE,,
4017,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3870,08/2014,PARÁ,IBOPE,,
4018,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3872,09/2014,PARÁ,IBOPE,,
4019,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3873,09/2014,PARÁ,IBOPE,,
4020,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3871,09/2014,PARÁ,IBOPE,,
4021,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3874,10/2014,PARÁ,IBOPE,,
4022,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3877,04/2014,PARÁ,IBOPE,,
4023,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARAÍBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3875,08/2014,PARAÍBA,IBOPE,,
4024,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARAÍBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3876,09/2014,PARAÍBA,IBOPE,,
4025,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARAÍBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3879,09/2014,PARAÍBA,IBOPE,,
4026,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARAÍBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3878,10/2014,PARAÍBA,IBOPE,,
4027,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARAÍBA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3880,10/2014,PARAÍBA,IBOPE,,
4028,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARANÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3881,08/2014,PARANÁ,IBOPE,,
4029,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARANÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3882,08/2014,PARANÁ,IBOPE,,
4030,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARANÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3883,09/2014,PARANÁ,IBOPE,,
4031,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARANÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3884,09/2014,PARANÁ,IBOPE,,
4032,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PARANÁ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3885,09/2014,PARANÁ,IBOPE,,
4033,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3886,07/2014,PERNAMBUCO,IBOPE,,
4034,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3887,08/2014,PERNAMBUCO,IBOPE,,
4035,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3888,09/2014,PERNAMBUCO,IBOPE,,
4036,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3890,09/2014,PERNAMBUCO,IBOPE,,
4037,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3891,09/2014,PERNAMBUCO,IBOPE,,
4038,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3889,09/2014,PERNAMBUCO,IBOPE,,
4039,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PERNAMBUCO,https://www.cesop.unicamp.br/por/banco_de_dados/v/3893,05/2014,PERNAMBUCO,IBOPE,,
4040,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PIAUÍ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3894,09/2014,PIAUÍ,IBOPE,,
4041,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL PIAUÍ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3892,09/2014,PIAUÍ,IBOPE,,
4042,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3717,03/2014,RIO DE JANEIRO/RJ,IBOPE,,
4043,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3718,07/2014,RIO DE JANEIRO/RJ,IBOPE,,
4044,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3720,08/2014,RIO DE JANEIRO/RJ,IBOPE,,
4045,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3721,08/2014,RIO DE JANEIRO/RJ,IBOPE,,
4046,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3722,09/2014,RIO DE JANEIRO/RJ,IBOPE,,
4047,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3723,09/2014,RIO DE JANEIRO/RJ,IBOPE,,
4048,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3724,09/2014,RIO DE JANEIRO/RJ,IBOPE,,
4049,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3725,10/2014,RIO DE JANEIRO/RJ,IBOPE,,
4050,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3726,10/2014,RIO DE JANEIRO/RJ,IBOPE,,
4051,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3727,10/2014,RIO DE JANEIRO/RJ,IBOPE,,
4052,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3728,10/2014,RIO DE JANEIRO/RJ,IBOPE,,
4053,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3729,10/2014,RIO DE JANEIRO/RJ,IBOPE,,
4054,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL / AVALIAÇÃO DO GOVERNO MUNICIPAL RIO DE JANEIRO-RJ,https://www.cesop.unicamp.br/por/banco_de_dados/v/3730,06/2014,RIO DE JANEIRO/RJ,IBOPE,,
4055,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3731,08/2014,RIO GRANDE DO NORTE,IBOPE,,
4056,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3732,09/2014,RIO GRANDE DO NORTE,IBOPE,,
4057,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3733,09/2014,RIO GRANDE DO NORTE,IBOPE,,
4058,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3734,09/2014,RIO GRANDE DO NORTE,IBOPE,,
4059,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3735,10/2014,RIO GRANDE DO NORTE,IBOPE,,
4060,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3736,10/2014,RIO GRANDE DO NORTE,IBOPE,,
4061,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3737,06/2014,RIO GRANDE DO NORTE,IBOPE,,
4062,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO NORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3738,08/2014,RIO GRANDE DO NORTE,IBOPE,,
4063,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3739,03/2014,RIO GRANDE DO SUL,IBOPE,,
4064,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3740,07/2014,RIO GRANDE DO SUL,IBOPE,,
4065,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3741,08/2014,RIO GRANDE DO SUL,IBOPE,,
4066,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3742,09/2014,RIO GRANDE DO SUL,IBOPE,,
4067,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3744,09/2014,RIO GRANDE DO SUL,IBOPE,,
4068,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3745,09/2014,RIO GRANDE DO SUL,IBOPE,,
4069,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/4175,10/2014,RIO GRANDE DO SUL,IBOPE,,
4070,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RIO GRANDE DO SUL,https://www.cesop.unicamp.br/por/banco_de_dados/v/3747,10/2014,RIO GRANDE DO SUL,IBOPE,,
4071,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RONDÔNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3748,08/2014,RONDÔNIA,IBOPE,,
4072,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RONDÔNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3749,09/2014,RONDÔNIA,IBOPE,,
4073,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RONDÔNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3750,09/2014,RONDÔNIA,IBOPE,,
4074,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RONDÔNIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3751,10/2014,RONDÔNIA,IBOPE,,
4075,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RORAIMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3752,08/2014,RORAIMA,IBOPE,,
4076,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RORAIMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3753,09/2014,RORAIMA,IBOPE,,
4077,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RORAIMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3754,09/2014,RORAIMA,IBOPE,,
4078,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RORAIMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3755,10/2014,RORAIMA,IBOPE,,
4079,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL RORAIMA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3756,10/2014,RORAIMA,IBOPE,,
4080,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3757,03/2014,SANTA CATARINA,IBOPE,,
4081,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3758,07/2014,SANTA CATARINA,IBOPE,,
4082,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3759,08/2014,SANTA CATARINA,IBOPE,,
4083,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3760,09/2014,SANTA CATARINA,IBOPE,,
4084,AVALIAÇÃO DO GOVERNO ESTADUAL / AVALIAÇÃO DO GOVERNO FEDERAL SANTA CATARINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/3761,09/2014,SANTA CATARINA,IBOPE,,
