IDADE,FX_ID,SEXO,p1,p2,p3m,p3h,p4a_p,p4a_f,p4b_p,p4b_f,p4c_p,p4c_f,p5a_p,p5a_f,p5b_p,p5b_f,p5c_p,p5c_f,p6a,p6b,p6c,p7,p8,p9,p10a,p10b,p10c,p10d,p10e,p10f,p11,p12a,p12b,p12c,p13,p14,p15a,p15b,p16a,p16b,p16c,p17a,p17b,p18,p19,p20a,p20b,p21,p22,p23,p24a,p24b,p24c,p25,p26,COR,ESCOLA,RENDA,nquest
20.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,7.0,,1.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,626.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,4.0,4.0,656.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,731.0
20.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,6.0,5.0,7.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,778.0
20.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,9.0,,1.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,,2.0,1.0,2.0,,4.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,804.0
20.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,9.0,,,1.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,,1.0,1.0,2.0,,4.0,4.0,2.0,,,,9.0,1.0,5.0,2.0,2.0,821.0
20.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,15.0,7.0,,2.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,,14.0,2.0,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,828.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,9.0,4.0,13.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,898.0
20.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,5.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,899.0
20.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,98.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,4.0,930.0
20.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,17.0,,,1.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1001.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,23.0,,1.0,1.0,3.0,1.0,5.0,6.0,6.0,2.0,,3.0,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,3.0,5.0
20.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,,,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,,14.0,2.0,,,3.0,1.0,2.0,,,,1.0,1.0,5.0,3.0,1.0,39.0
20.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,67.0
20.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,2.0,,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,14.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,89.0
20.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,5.0,2.0,99.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,,,1.0,2.0,1.0,1.0,2.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,152.0
20.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,10.0,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,7.0,1.0,165.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,9.0,7.0,,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,,1.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,209.0
20.0,1.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,,,3.0,4.0,1.0,1.0,6.0,7.0,7.0,1.0,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,3.0,3.0,9.0,1.0,1.0,4.0,2.0,229.0
20.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,17.0,,,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,,2.0,1.0,2.0,,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,309.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,23.0,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,313.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,22.0,23.0,,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,0.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,325.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,17.0,,,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2.0,341.0
20.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,8.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,5.0,7.0,1.0,352.0
20.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,,1.0,1.0,3.0,3.0,3.0,5.0,5.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,379.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,,,2.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,404.0
20.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,0.0,10.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,39.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,2.0,4.0,1.0,4.0,2.0,1.0,6.0,5.0,5.0,1.0,3.0,11.0,1.0,2.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,50.0
20.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,21.0,13.0,12.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,8.0,2.0,,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,61.0
20.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,23.0,,,2.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,65.0
20.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,9.0,,1.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,16.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,5.0,5.0,2.0,101.0
20.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0,1.0,2.0,16.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,116.0
20.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,152.0
20.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,17.0,4.0,,3.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,,3.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,4.0,6.0,168.0
20.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,15.0,,1.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,,14.0,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,233.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,,,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,,14.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,237.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,3.0,7.0,7.0,2.0,0.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,244.0
20.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,14.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,1.0,253.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,,2.0,1.0,1.0,1.0,3.0,6.0,5.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,296.0
20.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,23.0,,1.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,5.0,3.0,315.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,16.0,13.0,12.0,1.0,3.0,1.0,1.0,6.0,6.0,6.0,2.0,,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,6.0,4.0,394.0
20.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,12.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,15.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,44.0
20.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,82.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,0.0,14.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,147.0
20.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,148.0
20.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,,15.0,1.0,2.0,,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,238.0
20.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,,13.0,2.0,,,4.0,1.0,2.0,,,,1.0,4.0,3.0,4.0,3.0,335.0
20.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,,4.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,5.0,3.0,3.0,358.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,,,2.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,,4.0,1.0,2.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,369.0
20.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,9.0,,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,,11.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,378.0
20.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,,3.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,5.0,5.0,2.0,392.0
20.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,23.0,0.0,1.0,3.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,4.0,1022.0
20.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,13.0,9.0,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,,10.0,2.0,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1068.0
21.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,11.0,17.0,,1.0,1.0,1.0,1.0,4.0,6.0,6.0,2.0,,2.0,2.0,,,1.0,1.0,2.0,,,,1.0,1.0,5.0,4.0,2.0,6.0
21.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,,1.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,,11.0,2.0,,,1.0,2.0,2.0,,,,9.0,1.0,5.0,4.0,2.0,57.0
21.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,,0.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,214.0
21.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,,,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,14.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,223.0
21.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,21.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,246.0
