IDADE,FX_ID,SEXO,p1,p2,p3m,p3h,p4a_p,p4a_f,p4b_p,p4b_f,p4c_p,p4c_f,p5a_p,p5a_f,p5b_p,p5b_f,p5c_p,p5c_f,p6a,p6b,p6c,p7,p8,p9,p10a,p10b,p10c,p10d,p10e,p10f,p11,p12a,p12b,p12c,p13,p14,p15a,p15b,p16a,p16b,p16c,p17a,p17b,p18,p19,p20a,p20b,p21,p22,p23,p24a,p24b,p24c,p25,p26,COR,ESCOLA,RENDA,nquest
45.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,12.0,16.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,98.0,14.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,108.0
45.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,15.0,2.0,,,2.0,2.0,2.0,,,,1.0,1.0,5.0,2.0,2.0,163.0
45.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,306.0
45.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,9.0,,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,98.0,14.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1060.0
46.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,15.0,,,1.0,1.0,1.0,1.0,4.0,7.0,7.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,245.0
46.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,4.0,286.0
46.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,21.0,14.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,451.0
46.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,,14.0,2.0,0.0,0.0,2.0,2.0,2.0,,,,7.0,1.0,1.0,2.0,6.0,506.0
46.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,13.0,16.0,,1.0,1.0,1.0,1.0,6.0,8.0,7.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,3.0,3.0,538.0
46.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,2.0,7.0,5.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,573.0
46.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,606.0
46.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,1.0,1.0,4.0,7.0,7.0,1.0,2.0,14.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,612.0
46.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,14.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,695.0
46.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,5.0,3.0,3.0,728.0
46.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,17.0,,1.0,1.0,1.0,2.0,3.0,7.0,8.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,4.0,938.0
46.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,,,1.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,,11.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,943.0
46.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,10.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,49.0
46.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,6.0,5.0,5.0,1.0,98.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,142.0
46.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,,2.0,2.0,2.0,,,,1.0,1.0,5.0,3.0,3.0,173.0
46.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,,,1.0,2.0,1.0,1.0,7.0,7.0,7.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,8.0,1.0,5.0,6.0,3.0,176.0
46.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,,1.0,1.0,1.0,2.0,7.0,5.0,5.0,2.0,,1.0,1.0,3.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,180.0
46.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,23.0,,,1.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,201.0
46.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,9.0,,,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,12.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,406.0
46.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,14.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,1.0,5.0
46.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,8.0,,,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,2.0,14.0,1.0,2.0,0.0,4.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,6.0,58.0
46.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,16.0,13.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,107.0
46.0,3.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,,2.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,212.0
46.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,23.0,,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,239.0
46.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,5.0,,,1.0,3.0,1.0,1.0,7.0,7.0,7.0,2.0,,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,4.0,1.0,253.0
46.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,1.0,2.0,,,3.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,1.0,325.0
46.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,7.0,20.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,10.0,10.0,2.0,,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,391.0
46.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,3.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,418.0
46.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,21.0,,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,17.0,14.0,1.0,3.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1034.0
47.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,21.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,201.0
47.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,15.0,17.0,0.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,3.0,217.0
47.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,9.0,0.0,1.0,1.0,2.0,2.0,8.0,5.0,5.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,253.0
47.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,257.0
47.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,0.0,13.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,293.0
47.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,23.0,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,11.0,1.0,2.0,0.0,2.0,1.0,2.0,,,,5.0,4.0,1.0,3.0,2.0,501.0
47.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,15.0,22.0,,2.0,2.0,1.0,1.0,7.0,7.0,7.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,502.0
47.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,14.0,,1.0,2.0,1.0,1.0,4.0,7.0,7.0,1.0,10.0,5.0,2.0,,,2.0,2.0,2.0,,,,7.0,1.0,1.0,2.0,3.0,593.0
47.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,9.0,6.0,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,5.0,5.0,5.0,620.0
47.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,9.0,1.0,2.0,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,739.0
47.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,,,1.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,5.0,1.0,2.0,765.0
47.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,3.0,5.0,7.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,1.0,2.0,,,0.0,1.0,1.0,1.0,3.0,2.0,793.0
47.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,798.0
47.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,11.0,,1.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,,2.0,2.0,,,3.0,1.0,2.0,,,,1.0,4.0,1.0,3.0,3.0,932.0
47.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,17.0,,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,10.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,6.0,959.0
47.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,,2.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,5.0,1.0,2.0,1017.0
47.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,,1.0,2.0,,,1.0,1.0,2.0,,,,4.0,1.0,1.0,4.0,2.0,7.0
47.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,,14.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,71.0
47.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,9.0,,3.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,241.0
47.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,4.0,2.0,,,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,166.0
47.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,9.0,,,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,,1.0,2.0,,,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,195.0
47.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,,1.0,1.0,1.0,1.0,6.0,6.0,5.0,1.0,5.0,14.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,268.0
47.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,23.0,,1.0,1.0,1.0,1.0,4.0,7.0,7.0,2.0,,4.0,1.0,2.0,,4.0,1.0,2.0,,,,1.0,1.0,5.0,2.0,1.0,310.0
47.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,9.0,2.0,,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,6.0,352.0
47.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,23.0,,,1.0,3.0,1.0,1.0,4.0,7.0,7.0,2.0,,1.0,2.0,,,2.0,1.0,2.0,,,,4.0,4.0,5.0,5.0,6.0,371.0
47.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,,,1.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,98.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,6.0,31.0
