IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
18.0,1.0,2.0,14.0,2.0,4.0,1.0,2.0,99.0,2.0,1.0,2.0,99.0,1.0,3.0,6.0,7.0,1.0,2.0,3.0,5.0,6.0,7.0,,3.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,98.0,5.0,4.0,4.0,2.0,1.6208128606531,155717664.0
56.0,5.0,2.0,10.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,,5.0,6.0,,,,,,5.0,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,20.0,6.0,6.0,6.0,4.0,1.0,1.5862801983301043,155717828.0
47.0,4.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,1.0,2.0,3.0,5.0,,,,2.0,6.0,,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,6.0,3.0,4.0,2.0,0.48342720910083337,155719139.0
55.0,5.0,2.0,10.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,4.0,,,,,,,4.0,2.0,,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,6.0,6.0,4.0,1.0,1.5862801983301043,155719143.0
43.0,3.0,1.0,14.0,1.0,4.0,99.0,1.0,1.0,2.0,2.0,99.0,1.0,99.0,2.0,7.0,5.0,1.0,4.0,5.0,6.0,,,,6.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,19.0,5.0,4.0,1.0,4.0,2.0,0.17209148611841,155719267.0
28.0,2.0,1.0,14.0,1.0,4.0,99.0,2.0,99.0,2.0,99.0,99.0,1.0,99.0,99.0,,,99.0,,,,,,,99.0,,,99.0,2.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,,,2.0,3.0,99.0,2.0,3.0,18.0,99.0,99.0,5.0,4.0,1.0,1.5092011652983708,155719351.0
72.0,5.0,2.0,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,6.0,5.0,,,,,,,2.0,,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,3.0,3.0,99.0,99.0,1.0,16.0,5.0,5.0,4.0,4.0,2.0,0.9275142650471656,155719646.0
29.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,1.0,99.0,2.0,2.0,1.0,1.0,2.0,4.0,,1.0,2.0,3.0,6.0,,,,2.0,,,3.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,7.0,4.0,1.0,1.6927737154915434,155719728.0
38.0,3.0,2.0,16.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,99.0,9.0,,,6.0,,,,,,,4.0,,,1.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,6.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,8.0,4.0,2.0,0.5926858763769655,155719949.0
37.0,3.0,2.0,14.0,1.0,4.0,2.0,2.0,99.0,2.0,99.0,99.0,2.0,2.0,4.0,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,1.0,3.0,99.0,99.0,1.0,2.0,99.0,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,4.0,2.0,0.4021736285085524,155719997.0
43.0,3.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,4.0,2.0,0.6604309691383674,155720070.0
40.0,3.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,5.0,6.0,7.0,,,,,4.0,6.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,7.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,98.0,4.0,8.0,4.0,1.0,0.5001169569200996,155720297.0
49.0,4.0,1.0,16.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,,,3.0,7.0,,,,,,6.0,4.0,,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,10.0,5.0,3.0,7.0,4.0,2.0,1.7528121816518925,155720777.0
19.0,1.0,2.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,8.0,5.0,1.0,2.0,3.0,5.0,6.0,,,6.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,19.0,6.0,3.0,3.0,4.0,2.0,0.9755545306315921,155720861.0
64.0,5.0,2.0,14.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,9.0,5.0,6.0,,,,,,99.0,,,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,99.0,,2.0,2.0,2.0,2.0,1.0,15.0,5.0,5.0,3.0,4.0,2.0,1.599184472828983,155721112.0
26.0,2.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,6.0,7.0,,,,,,4.0,,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,18.0,99.0,99.0,4.0,4.0,1.0,2.687548789891017,155721305.0
30.0,2.0,2.0,14.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,6.0,,,,,,,6.0,,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,19.0,5.0,5.0,4.0,4.0,2.0,0.9317782316837062,155722345.0
40.0,3.0,2.0,14.0,1.0,4.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,6.0,7.0,,,,,4.0,2.0,,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,2.0,2.0,3.0,10.0,6.0,6.0,5.0,4.0,2.0,1.8224942195058285,155722411.0
28.0,2.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,,,,,,,2.0,,,99.0,1.0,99.0,2.0,4.0,2.0,99.0,99.0,2.0,99.0,,,2.0,2.0,2.0,2.0,2.0,11.0,98.0,99.0,4.0,4.0,1.0,0.40748916020834,155723668.0
24.0,1.0,2.0,14.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,,6.0,7.0,,,,,,2.0,,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,7.0,5.0,99.0,99.0,99.0,99.0,99.0,3.0,20.0,1.0,1.0,5.0,4.0,2.0,2.41594135383966,155727011.0
41.0,3.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,3.0,7.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,17.0,4.0,3.0,3.0,4.0,2.0,1.055441307629659,155727942.0
43.0,3.0,1.0,14.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,6.0,,,,,,,4.0,,,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,99.0,,,2.0,2.0,2.0,2.0,1.0,13.0,5.0,4.0,1.0,4.0,2.0,0.27770100113614227,155729594.0
39.0,3.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,2.0,1.0,2.0,5.0,6.0,7.0,,,3.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,7.0,1.0,1.0,99.0,1.0,1.0,19.0,3.0,3.0,2.0,4.0,2.0,0.7921451410241152,155730143.0
71.0,5.0,1.0,7.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,0.5280449764006774,155731764.0
21.0,1.0,2.0,7.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,8.0,3.0,,,,,,,2.0,5.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,98.0,5.0,2.0,4.0,1.0,0.8043359633390497,155731765.0
18.0,1.0,1.0,13.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,4.0,5.0,,,,,,5.0,2.0,3.0,1.0,2.0,99.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,99.0,99.0,2.0,4.0,1.0,2.100850034014363,155731766.0
42.0,3.0,1.0,12.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,,,,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,3.0,6.0,5.0,5.0,2.0,4.0,1.0,1.1563009315441213,155731767.0
71.0,5.0,1.0,16.0,1.0,2.0,2.0,99.0,1.0,1.0,1.0,1.0,1.0,99.0,4.0,7.0,8.0,1.0,2.0,4.0,6.0,,,,4.0,6.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,6.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,0.4381676063495422,155732852.0
58.0,5.0,2.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,7.0,1.0,3.0,4.0,6.0,7.0,,,6.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,15.0,4.0,3.0,6.0,4.0,2.0,1.856058349098458,155734275.0
57.0,5.0,2.0,14.0,1.0,3.0,1.0,2.0,99.0,2.0,2.0,99.0,99.0,99.0,2.0,7.0,,2.0,6.0,,,,,,6.0,,,1.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,15.0,4.0,4.0,3.0,4.0,1.0,1.599184472828983,155734524.0
31.0,2.0,2.0,16.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,6.0,1.0,1.0,99.0,1.0,3.0,10.0,98.0,5.0,5.0,4.0,2.0,1.1803696314175334,155734675.0
66.0,5.0,1.0,16.0,2.0,2.0,2.0,1.0,99.0,1.0,99.0,2.0,1.0,2.0,4.0,9.0,,1.0,3.0,6.0,,,,,2.0,6.0,,3.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,99.0,,3.0,99.0,2.0,2.0,1.0,19.0,3.0,3.0,3.0,4.0,2.0,0.5313761439358851,155734814.0
20.0,1.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,99.0,1.0,99.0,1.0,1.0,7.0,2.0,3.0,1.0,4.0,6.0,7.0,,,,3.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,5.0,4.0,1.0,1.874356757036255,155735063.0
65.0,5.0,2.0,14.0,2.0,2.0,1.0,1.0,99.0,99.0,1.0,2.0,1.0,99.0,9.0,,,2.0,,,,,,,2.0,,,1.0,1.0,2.0,1.0,3.0,99.0,2.0,1.0,2.0,6.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,4.0,2.0,1.8151201674192556,155735788.0
40.0,3.0,2.0,14.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,4.0,2.0,2.0,4.0,6.0,7.0,,,,4.0,6.0,,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,4.0,4.0,1.0,0.6071704814886267,155735931.0
47.0,4.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,99.0,1.0,7.0,5.0,2.0,1.0,2.0,7.0,,,,,4.0,6.0,,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,10.0,5.0,99.0,8.0,4.0,2.0,0.7675730697167488,155737049.0
26.0,2.0,2.0,15.0,1.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,99.0,8.0,7.0,,2.0,,,,,,,2.0,,,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,17.0,6.0,3.0,2.0,4.0,2.0,1.1041620036894801,155737379.0
45.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,7.0,5.0,1.0,2.0,4.0,,,,,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,17.0,2.0,2.0,8.0,4.0,2.0,0.4394017871906827,155737967.0
51.0,4.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,,,,,,5.0,6.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,3.2382056007866047,155738039.0
42.0,3.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,19.0,4.0,3.0,4.0,4.0,2.0,1.3883761651052562,155738070.0
48.0,4.0,2.0,16.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,,3.0,,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,7.0,5.0,3.0,99.0,99.0,1.0,1.0,1.0,99.0,2.0,1.0,6.0,4.0,2.0,1.3420179180064087,155738287.0
36.0,3.0,1.0,16.0,2.0,4.0,99.0,1.0,2.0,99.0,99.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,6.0,7.0,,,,,2.0,4.0,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,3.0,7.0,99.0,99.0,2.0,99.0,3.0,11.0,98.0,6.0,3.0,4.0,2.0,0.8262272425714214,155738334.0
57.0,5.0,1.0,16.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,9.0,2.0,3.0,6.0,,,,,,2.0,4.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,0.4381676063495422,155739494.0
55.0,5.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,,3.0,,,,,,,3.0,2.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,4.0,1.0,0.8946660491136718,155739661.0
34.0,2.0,2.0,16.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,97.0,,,,,,,97.0,,,4.0,4.0,99.0,4.0,1.0,4.0,4.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,3.0,99.0,99.0,99.0,4.0,4.0,2.0,1.239835012701505,155740109.0
67.0,5.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,6.0,7.0,,,,4.0,,,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,99.0,6.0,4.0,2.0,0.7652479171620212,155740599.0
41.0,3.0,2.0,16.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,5.0,3.0,5.0,6.0,,,,,6.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,7.0,6.0,2.0,2.0,3.0,2.0,1.0,15.0,4.0,4.0,4.0,4.0,2.0,1.1448284811567786,155740744.0
28.0,2.0,2.0,16.0,1.0,3.0,1.0,99.0,1.0,99.0,99.0,99.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,99.0,99.0,99.0,1.0,15.0,6.0,3.0,6.0,4.0,2.0,1.4977185206299528,155740849.0
48.0,4.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,2.0,5.0,,,,,6.0,4.0,,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,5.0,4.0,6.0,3.0,3.0,1.0,2.0,3.0,19.0,3.0,3.0,7.0,4.0,2.0,1.7528121816518925,155740878.0
58.0,5.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,99.0,,3.0,1.0,2.0,1.0,3.0,1.0,99.0,6.0,4.0,4.0,1.0,2.5723892799875814,155741086.0
30.0,2.0,2.0,14.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,4.0,6.0,7.0,,,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,2.0,1.0,3.0,19.0,99.0,6.0,4.0,4.0,2.0,0.2969313458686201,155743241.0
34.0,2.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,3.0,6.0,7.0,,,,,97.0,,,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,0.5034980647113984,155743871.0
55.0,5.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,99.0,,,,,,,97.0,,,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,99.0,,,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,0.4280644469500611,155744748.0
38.0,3.0,2.0,16.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,7.0,3.0,3.0,3.0,3.0,1.0,19.0,4.0,3.0,6.0,4.0,2.0,0.9216990848351366,155745695.0
47.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,99.0,99.0,1.0,99.0,1.0,99.0,9.0,5.0,8.0,4.0,,,,,,,2.0,3.0,4.0,99.0,2.0,99.0,99.0,99.0,2.0,99.0,2.0,99.0,6.0,5.0,7.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,8.0,4.0,1.0,0.9232423617436778,155745824.0
52.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,99.0,,,,,,,97.0,,,4.0,4.0,4.0,4.0,4.0,99.0,99.0,4.0,4.0,7.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,6.0,6.0,6.0,4.0,1.0,1.2463911480396712,155745897.0
46.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,5.0,7.0,,,,,2.0,6.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,4.0,4.0,2.0,1.6069029249987588,155746454.0
34.0,2.0,1.0,12.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,,2.0,5.0,,,,,,2.0,6.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,5.0,6.0,4.0,2.0,1.9271350353708243,155747724.0
43.0,3.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,0.8604823337547569,155747834.0
47.0,4.0,2.0,16.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,,,,,,,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,20.0,4.0,4.0,5.0,4.0,2.0,0.8880700043988491,155748196.0
22.0,1.0,2.0,15.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0,2.0,8.0,2.0,4.0,5.0,,,,,6.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,11.0,5.0,4.0,3.0,4.0,2.0,0.9755545306315921,155748438.0
55.0,5.0,1.0,7.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,5.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,3.0,3.0,1.0,2.0,1.0,1.0,98.0,99.0,2.0,4.0,1.0,0.5280449764006774,155749099.0
55.0,5.0,1.0,15.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,,4.0,6.0,,,,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,6.0,4.0,2.0,0.38772971890370933,155749198.0
25.0,2.0,2.0,11.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,9.0,,2.0,6.0,,,,,,2.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,99.0,,1.0,1.0,2.0,2.0,3.0,18.0,6.0,6.0,4.0,4.0,2.0,1.9025221231311171,155749444.0
55.0,5.0,2.0,7.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,1.0,3.0,6.0,,,,,2.0,1.0,6.0,99.0,1.0,99.0,99.0,2.0,2.0,99.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,20.0,6.0,6.0,5.0,4.0,2.0,1.7543891163043266,155750276.0
36.0,3.0,1.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,7.0,9.0,5.0,,,,,,,4.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,6.0,4.0,7.0,1.0,1.0,1.0,2.0,3.0,15.0,4.0,1.0,7.0,4.0,2.0,2.6905374828633266,155750606.0
71.0,5.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,2.0,5.0,,,,,,2.0,5.0,6.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,7.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,6.0,5.0,2.0,4.0,1.0,0.4714533232100202,155750908.0
60.0,5.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,,2.0,4.0,5.0,,,,,4.0,3.0,,1.0,2.0,2.0,3.0,1.0,99.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,98.0,99.0,2.0,4.0,2.0,0.4714533232100202,155750909.0
73.0,5.0,2.0,12.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,4.0,5.0,,,,,4.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,6.0,3.0,3.0,1.0,1.0,3.0,13.0,5.0,5.0,2.0,4.0,1.0,0.5524663318832619,155750910.0
56.0,5.0,1.0,15.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,2.0,5.0,7.0,,,,,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,16.0,6.0,5.0,2.0,4.0,1.0,0.17665664538607126,155750911.0
