IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
55.0,5.0,2.0,15.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,5.0,97.0,,,,,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,6.0,5.0,2.0,4.0,2.0,1.211548513762125,155750912.0
22.0,1.0,1.0,14.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,,3.0,6.0,,,,,,4.0,6.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,6.0,4.0,1.0,1.4681699651672904,155751321.0
44.0,3.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,99.0,99.0,99.0,1.0,99.0,7.0,2.0,,1.0,3.0,6.0,,,,,4.0,3.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,99.0,1.0,2.0,4.0,3.0,7.0,1.0,1.0,2.0,99.0,1.0,15.0,98.0,4.0,8.0,4.0,2.0,1.3911082314265666,155751498.0
17.0,1.0,1.0,11.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,6.0,2.0,3.0,7.0,,,,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,99.0,98.0,6.0,4.0,4.0,2.0,0.8345318682673526,155751620.0
25.0,2.0,2.0,14.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,3.0,7.0,,,,,4.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,20.0,4.0,4.0,5.0,4.0,2.0,1.3645788299601287,155751725.0
30.0,2.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,2.0,3.0,4.0,5.0,6.0,7.0,,6.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,19.0,4.0,3.0,3.0,4.0,2.0,0.7375020262147592,155751870.0
30.0,2.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,6.0,7.0,,,,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,6.0,3.0,3.0,1.0,3.0,2.0,1.0,98.0,4.0,3.0,4.0,2.0,0.7375020262147592,155752672.0
26.0,2.0,2.0,14.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,1.0,3.0,6.0,,,,,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,1.5283782308650113,155752802.0
39.0,3.0,2.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,3.0,4.0,6.0,,,,,2.0,4.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,7.0,6.0,5.0,1.0,1.0,2.0,2.0,3.0,20.0,5.0,5.0,4.0,4.0,2.0,0.8603775880059177,155752955.0
49.0,4.0,2.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,5.0,,,,,,,6.0,,,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,16.0,98.0,6.0,3.0,4.0,2.0,0.7800979756278081,155753026.0
49.0,4.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,3.0,,,,,,,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,6.0,4.0,2.0,0.9449325470075383,155753204.0
59.0,5.0,1.0,15.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,99.0,2.0,5.0,1.0,2.0,3.0,5.0,6.0,,,,6.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,15.0,99.0,99.0,4.0,4.0,2.0,0.8497639385585662,155753220.0
47.0,4.0,1.0,15.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,7.0,1.0,5.0,,,,,,3.0,2.0,,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,7.0,4.0,2.0,1.7528121816518925,155753250.0
46.0,4.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,2.0,4.0,,,,,4.0,2.0,,1.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,7.0,2.0,3.0,2.0,2.0,1.0,11.0,4.0,4.0,5.0,4.0,2.0,0.829790916563174,155753318.0
55.0,5.0,1.0,16.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,4.0,5.0,7.0,,,,,6.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,1.0,0.38772971890370933,155753319.0
71.0,5.0,2.0,10.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,8.0,1.0,5.0,6.0,,,,,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,99.0,3.0,1.0,6.0,6.0,7.0,4.0,2.0,2.440151771061528,155753631.0
57.0,5.0,2.0,11.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,6.0,,,,,,2.0,4.0,,99.0,99.0,99.0,99.0,4.0,99.0,99.0,99.0,99.0,3.0,7.0,4.0,1.0,1.0,1.0,2.0,2.0,15.0,6.0,5.0,5.0,4.0,2.0,1.9649800179769623,155754050.0
34.0,2.0,2.0,15.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,99.0,1.0,1.0,9.0,2.0,1.0,3.0,4.0,5.0,7.0,,,,4.0,2.0,6.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,4.0,2.0,0.7375020262147592,155754066.0
54.0,4.0,1.0,16.0,1.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,7.0,,2.0,7.0,,,,,,3.0,6.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,99.0,99.0,99.0,99.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,0.7718323226028829,155754203.0
48.0,4.0,1.0,15.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,4.0,2.0,2.0,6.0,7.0,,,,,4.0,,,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,7.0,5.0,3.0,99.0,99.0,99.0,99.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,0.6722681313403047,155754271.0
55.0,5.0,1.0,10.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,7.0,,2.0,,,,,,,2.0,5.0,,1.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,6.0,99.0,3.0,2.0,99.0,99.0,3.0,10.0,98.0,6.0,6.0,4.0,1.0,0.9623935681806925,155755010.0
56.0,5.0,1.0,14.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,5.0,8.0,4.0,,,,,,,2.0,,,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,16.0,5.0,4.0,5.0,4.0,2.0,1.691788532356762,155755135.0
49.0,4.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,99.0,1.0,1.0,2.0,7.0,2.0,5.0,5.0,,,,,,,6.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,12.0,5.0,5.0,6.0,4.0,2.0,0.9449325470075383,155755976.0
46.0,4.0,2.0,15.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,6.0,7.0,,,,,2.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,19.0,1.0,1.0,8.0,4.0,2.0,0.9232423617436778,155756447.0
49.0,4.0,1.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,,,6.0,,,,,,,4.0,5.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,1.9642613527611223,155756505.0
22.0,1.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,4.0,6.0,7.0,,,,,6.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,10.0,5.0,4.0,3.0,4.0,2.0,0.9755545306315921,155756588.0
56.0,5.0,2.0,15.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,2.0,5.0,6.0,7.0,,,,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,8.0,4.0,2.0,0.8964378290869123,155756688.0
36.0,3.0,1.0,10.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,6.0,7.0,1.0,5.0,6.0,7.0,,,,2.0,6.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,20.0,6.0,5.0,7.0,4.0,2.0,1.163099618625813,155756924.0
54.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,,7.0,,,,,,,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,7.0,4.0,99.0,99.0,99.0,99.0,1.0,1.0,3.0,2.0,6.0,4.0,2.0,1.7189597414366342,155757760.0
56.0,5.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,6.0,,,,,,,3.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,19.0,3.0,3.0,1.0,4.0,2.0,0.23294157045736774,155757778.0
45.0,4.0,1.0,16.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,3.0,99.0,2.0,2.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,99.0,8.0,4.0,2.0,0.4172050429435867,155757907.0
26.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,19.0,98.0,3.0,2.0,4.0,2.0,0.5000644767800383,155757958.0
40.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,,,,6.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,20.0,4.0,3.0,2.0,4.0,2.0,1.0932750720706208,155757976.0
57.0,5.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,,,99.0,,,,,,,4.0,2.0,,4.0,3.0,99.0,2.0,2.0,4.0,4.0,99.0,2.0,3.0,6.0,99.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,0.5805548434582751,155758043.0
50.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,,,,,,,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,4.0,2.0,0.6064381332160798,155758184.0
33.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,99.0,99.0,1.0,1.0,1.0,99.0,2.0,7.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,99.0,1.0,1.0,20.0,4.0,4.0,2.0,4.0,2.0,0.7232146627679267,155758234.0
30.0,2.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,8.0,1.0,1.0,2.0,6.0,,,,,2.0,3.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,8.0,4.0,2.0,1.282545098501168,155758434.0
25.0,2.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,5.0,6.0,,,,,,2.0,4.0,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,5.0,7.0,4.0,2.0,1.372665878596383,155758441.0
33.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,,,5.0,,,,,,,4.0,,,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,16.0,2.0,2.0,4.0,4.0,1.0,3.709206741030755,155758504.0
31.0,2.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,6.0,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,20.0,3.0,3.0,1.0,4.0,2.0,0.5999999997789234,155758551.0
53.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,99.0,1.0,99.0,1.0,99.0,1.0,,,4.0,,,,,,,4.0,,,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,7.0,6.0,3.0,1.0,1.0,99.0,1.0,1.0,19.0,2.0,2.0,6.0,4.0,2.0,1.245492229340015,155758744.0
55.0,5.0,2.0,7.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,9.0,6.0,1.0,3.0,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,5.0,2.0,4.0,1.0,1.1675963260606907,155759008.0
56.0,5.0,2.0,7.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,,6.0,,,,,,,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,6.0,2.0,4.0,1.0,1.042462655058821,155759009.0
55.0,5.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,9.0,6.0,7.0,,,,,,3.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,20.0,98.0,5.0,2.0,4.0,1.0,0.4714533232100202,155759010.0
55.0,5.0,2.0,7.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,6.0,3.0,4.0,5.0,,,,,3.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,98.0,6.0,2.0,4.0,2.0,1.042462655058821,155759011.0
41.0,3.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,1.0,4.0,6.0,7.0,,,,4.0,2.0,,4.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,99.0,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,1.145018616454234,155759138.0
69.0,5.0,1.0,16.0,1.0,1.0,1.0,2.0,1.0,2.0,99.0,1.0,1.0,2.0,5.0,9.0,2.0,1.0,5.0,6.0,,,,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,7.0,5.0,99.0,99.0,99.0,99.0,1.0,15.0,3.0,2.0,8.0,4.0,2.0,1.0644770984719465,155759184.0
38.0,3.0,2.0,14.0,1.0,4.0,99.0,99.0,99.0,2.0,2.0,2.0,99.0,2.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,1.0,4.0,99.0,99.0,99.0,4.0,99.0,,,99.0,99.0,99.0,99.0,3.0,1.0,98.0,6.0,5.0,4.0,1.0,1.8224942195058285,155759223.0
44.0,3.0,1.0,15.0,2.0,1.0,1.0,99.0,1.0,99.0,99.0,99.0,1.0,1.0,7.0,2.0,9.0,3.0,6.0,,,,,,4.0,,,1.0,2.0,1.0,99.0,4.0,99.0,99.0,3.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,8.0,4.0,2.0,1.0871770552032118,155759418.0
65.0,5.0,1.0,16.0,2.0,3.0,2.0,99.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,99.0,,,,,,,4.0,,,4.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,99.0,,,1.0,1.0,1.0,1.0,1.0,20.0,4.0,4.0,2.0,4.0,2.0,0.21952013738336593,155759887.0
67.0,5.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,6.0,,,6.0,,,,,,,5.0,,,99.0,2.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,,,3.0,2.0,2.0,99.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,1.0630785341456892,155759960.0
58.0,5.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,7.0,2.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,7.0,6.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,8.0,4.0,2.0,0.7712792350501291,155760010.0
60.0,5.0,1.0,16.0,2.0,1.0,2.0,2.0,99.0,2.0,99.0,2.0,2.0,2.0,7.0,2.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,2.0,1.0,1.0,18.0,2.0,2.0,8.0,4.0,2.0,1.0107041585329932,155760498.0
64.0,5.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,3.0,5.0,6.0,7.0,,,,6.0,4.0,,1.0,2.0,1.0,99.0,99.0,99.0,99.0,1.0,1.0,7.0,3.0,2.0,3.0,3.0,99.0,3.0,1.0,1.0,99.0,5.0,8.0,4.0,2.0,1.644517467454733,155760755.0
52.0,4.0,2.0,14.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,8.0,,99.0,,,,,,,97.0,,,99.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,99.0,,,1.0,1.0,1.0,1.0,1.0,10.0,99.0,99.0,4.0,4.0,2.0,1.9487510639601828,155760835.0
60.0,5.0,1.0,16.0,1.0,1.0,1.0,99.0,1.0,99.0,2.0,2.0,1.0,1.0,4.0,,,97.0,,,,,,,2.0,4.0,,99.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,19.0,2.0,2.0,8.0,4.0,2.0,1.0644770984719465,155760952.0
59.0,5.0,2.0,16.0,2.0,3.0,1.0,1.0,99.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,2.0,5.0,6.0,,,,,6.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,7.0,99.0,1.0,99.0,99.0,4.0,17.0,5.0,5.0,1.0,4.0,2.0,0.487174550996922,155760967.0
68.0,5.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,1.0,99.0,7.0,2.0,3.0,1.0,2.0,4.0,5.0,6.0,7.0,,1.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,1.0,4.0,2.0,0.30714819003802996,155761024.0
30.0,2.0,2.0,16.0,1.0,3.0,1.0,2.0,99.0,2.0,99.0,2.0,1.0,2.0,5.0,4.0,9.0,1.0,2.0,3.0,5.0,7.0,,,4.0,2.0,,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,6.0,99.0,99.0,99.0,99.0,1.0,1.0,99.0,99.0,1.0,4.0,2.0,0.26124497552841014,155761099.0
26.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,6.0,7.0,,,,,3.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,19.0,5.0,4.0,8.0,4.0,1.0,0.5603357676192814,155761114.0
67.0,5.0,1.0,16.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,0.222547785574371,155761209.0
41.0,3.0,2.0,15.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,4.0,,,,,,,2.0,4.0,,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,11.0,4.0,3.0,8.0,4.0,1.0,0.5926858763769655,155761402.0
38.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,3.0,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,6.0,4.0,2.0,3.590073935086755,155761489.0
51.0,4.0,2.0,16.0,1.0,3.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,7.0,,,,,,,6.0,2.0,,2.0,3.0,4.0,2.0,2.0,99.0,99.0,1.0,99.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,15.0,6.0,4.0,1.0,4.0,2.0,0.17723493333997467,155762017.0
44.0,3.0,1.0,12.0,1.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,99.0,99.0,99.0,3.0,3.0,99.0,99.0,7.0,4.0,2.0,2.6905374828633266,155762058.0
51.0,4.0,2.0,15.0,1.0,3.0,1.0,99.0,1.0,99.0,1.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,15.0,5.0,4.0,7.0,4.0,2.0,2.6455159672047945,155762088.0
27.0,2.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,4.0,5.0,6.0,,,,4.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,19.0,5.0,4.0,8.0,4.0,2.0,1.315178460912285,155762174.0
22.0,1.0,2.0,12.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,,5.0,6.0,7.0,,,,,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,7.0,2.0,2.0,2.0,2.0,3.0,11.0,6.0,5.0,7.0,4.0,2.0,0.5628389142747144,155762276.0
55.0,5.0,1.0,14.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,4.0,6.0,7.0,,,,,4.0,,,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,97.0,,,99.0,99.0,99.0,99.0,4.0,16.0,4.0,3.0,2.0,4.0,2.0,1.9548306385788965,155762402.0
