IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,RACA_COR,RELIGIAO,RENDA1,RENDA2,REGIAO,FATOR_POND,ID,TIPO_COLETA,AMOSTRA
56.0,4.0,1.0,14.0,1.0,3.0,4.0,9.0,12.0,6.0,8.0,7.0,10.0,,,,,,,,2.0,5.0,1.0,1.0,15.0,98.0,6.0,6.0,0.89,178178994.0,4.0,2.0
46.0,4.0,1.0,14.0,1.0,3.0,97.0,,,,,,,,,,,,,,2.0,8.0,6.0,1.0,1.0,4.0,4.0,4.0,1.86,178179668.0,4.0,2.0
31.0,2.0,2.0,16.0,1.0,2.0,4.0,12.0,10.0,13.0,7.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,3.0,20.0,4.0,4.0,8.0,1.01,178179778.0,4.0,2.0
47.0,4.0,2.0,15.0,1.0,2.0,5.0,7.0,2.0,10.0,12.0,7.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,98.0,4.0,8.0,0.89,178180252.0,4.0,2.0
49.0,4.0,1.0,15.0,1.0,3.0,3.0,12.0,13.0,10.0,8.0,12.0,3.0,,,,,,,,10.0,6.0,7.0,1.0,1.0,4.0,3.0,4.0,1.07,178180793.0,4.0,2.0
53.0,4.0,2.0,14.0,1.0,4.0,5.0,2.0,13.0,7.0,12.0,8.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,10.0,3.0,11.0,5.0,5.0,3.0,0.58,178181023.0,4.0,2.0
59.0,4.0,1.0,16.0,2.0,3.0,5.0,2.0,7.0,,12.0,3.0,11.0,,,,,,,,9.0,7.0,2.0,3.0,10.0,4.0,4.0,2.0,0.51,178181069.0,4.0,2.0
30.0,2.0,2.0,16.0,1.0,3.0,96.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,19.0,5.0,4.0,2.0,0.73,178181607.0,4.0,2.0
72.0,5.0,1.0,16.0,1.0,2.0,3.0,6.0,2.0,7.0,8.0,12.0,4.0,,,,,,,,6.0,7.0,4.0,1.0,1.0,4.0,3.0,2.0,0.8,178182816.0,4.0,2.0
68.0,5.0,1.0,16.0,2.0,3.0,97.0,,,,,,,,,,,,,,2.0,10.0,6.0,4.0,16.0,4.0,4.0,2.0,0.69,178183064.0,4.0,2.0
57.0,4.0,1.0,15.0,1.0,4.0,5.0,12.0,13.0,10.0,3.0,8.0,12.0,,,,,,,,4.0,10.0,9.0,3.0,1.0,5.0,5.0,4.0,0.71,178183365.0,4.0,2.0
35.0,3.0,1.0,16.0,1.0,3.0,3.0,2.0,7.0,9.0,12.0,4.0,5.0,,,,,,,,9.0,6.0,7.0,1.0,19.0,99.0,99.0,2.0,0.48,178183809.0,4.0,2.0
33.0,2.0,1.0,16.0,1.0,3.0,5.0,9.0,10.0,13.0,2.0,7.0,12.0,,,,,,,,2.0,7.0,8.0,3.0,11.0,3.0,3.0,8.0,0.95,178184818.0,4.0,2.0
40.0,3.0,1.0,15.0,1.0,4.0,5.0,7.0,2.0,5.0,8.0,3.0,12.0,,,,,,,,6.0,5.0,1.0,2.0,1.0,5.0,4.0,6.0,0.44,178185018.0,4.0,2.0
37.0,3.0,2.0,14.0,2.0,3.0,3.0,11.0,9.0,7.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,1.0,19.0,6.0,4.0,2.0,0.78,178185534.0,4.0,2.0
47.0,4.0,1.0,16.0,1.0,3.0,5.0,2.0,3.0,8.0,9.0,4.0,6.0,,,,,,,,6.0,8.0,7.0,1.0,1.0,3.0,2.0,8.0,0.72,178185963.0,4.0,2.0
40.0,3.0,1.0,16.0,1.0,2.0,5.0,2.0,1.0,7.0,2.0,12.0,6.0,,,,,,,,7.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,0.69,178198578.0,4.0,2.0
30.0,2.0,1.0,16.0,1.0,2.0,1.0,11.0,13.0,6.0,6.0,8.0,2.0,,,,,,,,1.0,4.0,5.0,2.0,1.0,6.0,2.0,1.0,0.75,178201552.0,4.0,2.0
38.0,3.0,1.0,16.0,1.0,2.0,5.0,12.0,,,2.0,3.0,,,,,,,,,6.0,7.0,8.0,1.0,19.0,4.0,3.0,6.0,0.65,178203298.0,4.0,2.0
29.0,2.0,2.0,16.0,1.0,3.0,3.0,12.0,13.0,7.0,12.0,8.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,5.0,1.0,18.0,2.0,1.0,1.0,0.23,178203889.0,4.0,2.0
46.0,4.0,1.0,16.0,1.0,3.0,5.0,10.0,4.0,9.0,12.0,3.0,5.0,,,,,,,,6.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,1.07,178207545.0,4.0,2.0
37.0,3.0,2.0,16.0,1.0,3.0,3.0,7.0,,,12.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,2.0,4.0,1.0,3.0,3.0,1.0,0.37,178208500.0,4.0,2.0
41.0,3.0,1.0,16.0,1.0,3.0,97.0,,,,,,,,,,,,,,6.0,2.0,4.0,1.0,20.0,3.0,3.0,1.0,0.31,178208702.0,4.0,2.0
49.0,4.0,1.0,16.0,1.0,3.0,5.0,10.0,4.0,9.0,8.0,6.0,12.0,,,,,,,,1.0,10.0,6.0,1.0,1.0,99.0,99.0,6.0,1.32,178209841.0,4.0,2.0
51.0,4.0,1.0,16.0,2.0,3.0,97.0,,,,,,,,,,,,,,10.0,7.0,9.0,1.0,10.0,98.0,6.0,3.0,0.65,178222749.0,4.0,2.0
57.0,4.0,1.0,16.0,2.0,2.0,5.0,6.0,10.0,11.0,8.0,7.0,5.0,,,,,,,,2.0,6.0,7.0,1.0,1.0,1.0,1.0,4.0,0.9,178234635.0,4.0,2.0
58.0,4.0,1.0,16.0,1.0,3.0,5.0,12.0,3.0,2.0,12.0,8.0,13.0,,,,,,,,5.0,6.0,3.0,1.0,10.0,4.0,4.0,4.0,1.07,178237246.0,4.0,2.0
45.0,4.0,2.0,11.0,2.0,5.0,5.0,2.0,1.0,3.0,8.0,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,16.0,5.0,5.0,1.0,0.25,178238061.0,4.0,2.0
32.0,2.0,1.0,16.0,1.0,3.0,96.0,,,,,,,,,,,,,,3.0,2.0,9.0,3.0,10.0,4.0,3.0,4.0,0.71,178238089.0,4.0,2.0
17.0,1.0,1.0,13.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,13.0,,,,,,,,,1.0,10.0,8.0,3.0,1.0,6.0,6.0,1.0,0.43,178239594.0,4.0,1.0
56.0,4.0,2.0,11.0,1.0,5.0,97.0,,,,,,,7.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,,2.0,99.0,6.0,6.0,3.0,0.71,178263743.0,4.0,2.0
40.0,3.0,1.0,16.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,5.0,,,,,,,,4.0,6.0,,1.0,13.0,5.0,5.0,3.0,0.46,178265994.0,4.0,2.0
20.0,1.0,2.0,11.0,2.0,5.0,5.0,9.0,2.0,1.0,8.0,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,16.0,6.0,99.0,3.0,0.76,178267368.0,4.0,2.0
27.0,2.0,1.0,16.0,1.0,2.0,3.0,1.0,2.0,7.0,8.0,12.0,3.0,,,,,,,,8.0,10.0,9.0,1.0,1.0,99.0,99.0,4.0,0.71,178268211.0,4.0,1.0
53.0,4.0,2.0,13.0,1.0,5.0,5.0,1.0,7.0,2.0,3.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,8.0,1.0,1.0,6.0,6.0,3.0,0.42,178268754.0,4.0,2.0
65.0,5.0,1.0,8.0,2.0,6.0,5.0,7.0,,,99.0,,,,,,,,,,10.0,,,3.0,99.0,5.0,5.0,3.0,0.45,178270491.0,4.0,1.0
35.0,3.0,2.0,8.0,2.0,5.0,5.0,1.0,2.0,3.0,99.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,9.0,3.0,99.0,98.0,99.0,3.0,0.93,178271827.0,4.0,2.0
35.0,3.0,1.0,11.0,2.0,6.0,5.0,1.0,2.0,3.0,99.0,,,,,,,,,,1.0,,,2.0,19.0,98.0,99.0,3.0,0.58,178272835.0,4.0,1.0
64.0,5.0,2.0,10.0,1.0,5.0,1.0,99.0,,,99.0,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,,3.0,2.0,6.0,6.0,3.0,1.08,178274727.0,4.0,2.0
50.0,4.0,2.0,11.0,2.0,6.0,96.0,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,6.0,6.0,3.0,0.81,178275142.0,4.0,1.0
17.0,1.0,1.0,11.0,2.0,5.0,5.0,3.0,10.0,12.0,1.0,2.0,5.0,,,,,,,,1.0,2.0,3.0,1.0,19.0,98.0,5.0,3.0,0.64,178275143.0,4.0,1.0
73.0,5.0,2.0,7.0,2.0,5.0,97.0,,,,,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,3.0,5.0,6.0,6.0,3.0,1.08,178275640.0,4.0,2.0
25.0,2.0,2.0,11.0,2.0,5.0,96.0,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,9.0,2.0,2.0,6.0,5.0,3.0,0.5,178276538.0,4.0,1.0
25.0,2.0,2.0,11.0,2.0,6.0,3.0,1.0,2.0,7.0,3.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,3.0,1.0,6.0,5.0,3.0,0.56,178276579.0,4.0,1.0
62.0,5.0,1.0,8.0,1.0,5.0,5.0,7.0,,,1.0,2.0,5.0,,,,,,,,9.0,6.0,7.0,1.0,2.0,5.0,5.0,3.0,0.52,178276888.0,4.0,1.0
35.0,3.0,2.0,9.0,2.0,6.0,5.0,1.0,4.0,7.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,98.0,6.0,7.0,1.2,178281460.0,4.0,2.0
62.0,5.0,1.0,13.0,2.0,5.0,96.0,,,,,,,,,,,,,,10.0,6.0,2.0,2.0,2.0,99.0,99.0,7.0,0.79,178281461.0,4.0,2.0
39.0,3.0,2.0,14.0,2.0,6.0,97.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,4.0,2.0,1.0,6.0,6.0,7.0,1.51,178281462.0,4.0,2.0
45.0,4.0,2.0,11.0,2.0,5.0,3.0,1.0,2.0,4.0,8.0,3.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,10.0,3.0,11.0,98.0,99.0,3.0,0.72,178281730.0,4.0,1.0
61.0,5.0,1.0,11.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,1.0,3.0,7.0,2.0,16.0,6.0,6.0,3.0,0.4,178282301.0,4.0,1.0
32.0,2.0,2.0,14.0,1.0,5.0,5.0,4.0,2.0,1.0,12.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,7.0,3.0,1.0,6.0,6.0,3.0,0.29,178284120.0,4.0,1.0
61.0,5.0,2.0,11.0,2.0,5.0,5.0,1.0,2.0,3.0,5.0,4.0,12.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,9.0,1.0,19.0,4.0,4.0,3.0,1.08,178284121.0,4.0,1.0
48.0,4.0,1.0,11.0,2.0,5.0,3.0,7.0,1.0,6.0,8.0,12.0,13.0,,,,,,,,1.0,5.0,6.0,3.0,2.0,6.0,6.0,6.0,1.62,178285262.0,4.0,2.0
34.0,2.0,2.0,15.0,2.0,5.0,5.0,7.0,2.0,9.0,13.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,16.0,6.0,6.0,6.0,1.0,178285263.0,4.0,2.0
82.0,5.0,2.0,7.0,2.0,6.0,5.0,12.0,9.0,7.0,3.0,2.0,7.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,6.0,5.0,6.0,0.69,178285264.0,4.0,1.0
22.0,1.0,2.0,11.0,2.0,6.0,1.0,1.0,2.0,7.0,5.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,18.0,98.0,5.0,4.0,1.03,178286573.0,4.0,1.0
55.0,4.0,1.0,5.0,2.0,5.0,3.0,3.0,4.0,7.0,7.0,2.0,1.0,,,,,,,,2.0,3.0,4.0,1.0,1.0,98.0,6.0,4.0,1.46,178286574.0,4.0,2.0
55.0,4.0,2.0,13.0,2.0,4.0,3.0,2.0,1.0,5.0,99.0,,,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,6.0,1.0,10.0,6.0,6.0,7.0,2.16,178287625.0,4.0,1.0
47.0,4.0,2.0,10.0,1.0,5.0,5.0,99.0,,,99.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,19.0,6.0,6.0,7.0,1.38,178288110.0,4.0,2.0
26.0,2.0,1.0,14.0,1.0,5.0,96.0,,,,,,,,,,,,,,5.0,6.0,8.0,3.0,1.0,4.0,3.0,7.0,0.87,178288111.0,4.0,2.0
38.0,3.0,2.0,14.0,2.0,5.0,1.0,1.0,2.0,7.0,99.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,3.0,1.0,6.0,5.0,7.0,1.35,178288112.0,4.0,2.0
50.0,4.0,2.0,12.0,1.0,5.0,96.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,1.0,1.0,99.0,99.0,7.0,1.74,178288113.0,4.0,1.0
25.0,2.0,1.0,14.0,2.0,4.0,5.0,1.0,7.0,6.0,8.0,,,,,,,,,,1.0,7.0,8.0,1.0,1.0,6.0,6.0,7.0,0.96,178288878.0,4.0,2.0
35.0,3.0,2.0,15.0,1.0,4.0,3.0,2.0,7.0,3.0,99.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,,1.0,1.0,5.0,4.0,7.0,1.52,178292202.0,4.0,2.0
27.0,2.0,1.0,16.0,1.0,2.0,3.0,2.0,9.0,10.0,3.0,13.0,7.0,,,,,,,,6.0,10.0,5.0,3.0,3.0,99.0,5.0,8.0,0.95,178294804.0,4.0,1.0
40.0,3.0,1.0,16.0,1.0,2.0,5.0,99.0,,,99.0,,,,,,,,,,6.0,2.0,9.0,3.0,1.0,98.0,3.0,4.0,1.54,178308686.0,4.0,2.0
34.0,2.0,2.0,16.0,2.0,1.0,96.0,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,5.0,1.0,17.0,98.0,5.0,6.0,1.67,178315744.0,4.0,1.0
49.0,4.0,2.0,14.0,2.0,1.0,3.0,2.0,3.0,7.0,8.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,9.0,1.0,19.0,98.0,4.0,5.0,1.5,178315749.0,4.0,2.0
29.0,2.0,1.0,14.0,1.0,1.0,5.0,2.0,10.0,11.0,4.0,12.0,6.0,,,,,,,,97.0,,,3.0,1.0,5.0,2.0,3.0,1.63,178315763.0,4.0,2.0
37.0,3.0,2.0,15.0,1.0,1.0,5.0,9.0,6.0,2.0,8.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,6.0,1.0,19.0,6.0,4.0,6.0,2.22,178315803.0,4.0,2.0
33.0,2.0,2.0,16.0,1.0,1.0,5.0,4.0,2.0,9.0,8.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,10.0,3.0,1.0,4.0,3.0,1.0,0.19,178315806.0,4.0,2.0
40.0,3.0,2.0,15.0,1.0,3.0,1.0,7.0,3.0,1.0,8.0,3.0,12.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,2.0,5.0,4.0,19.0,6.0,5.0,1.0,0.37,178315810.0,4.0,2.0
33.0,2.0,2.0,16.0,1.0,1.0,3.0,5.0,1.0,7.0,8.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,19.0,2.0,2.0,8.0,0.82,178315859.0,4.0,2.0
33.0,2.0,1.0,16.0,1.0,1.0,5.0,12.0,10.0,13.0,8.0,5.0,4.0,,,,,,,,2.0,7.0,9.0,3.0,1.0,4.0,2.0,3.0,0.85,178316094.0,4.0,2.0
26.0,2.0,2.0,16.0,1.0,1.0,5.0,13.0,2.0,12.0,8.0,1.0,13.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,5.0,2.0,1.0,20.0,5.0,4.0,3.0,0.66,178316139.0,4.0,2.0
40.0,3.0,1.0,16.0,2.0,1.0,5.0,2.0,9.0,7.0,8.0,12.0,13.0,,,,,,,,7.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,0.44,178316184.0,4.0,2.0
52.0,4.0,2.0,16.0,2.0,1.0,5.0,1.0,7.0,11.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,4.0,6.0,5.0,1.0,15.0,6.0,5.0,1.0,0.31,178316427.0,4.0,2.0
42.0,3.0,2.0,16.0,1.0,1.0,3.0,2.0,7.0,10.0,5.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,1.0,11.0,6.0,3.0,4.0,1.57,178316443.0,4.0,2.0
60.0,5.0,2.0,15.0,1.0,2.0,3.0,7.0,1.0,2.0,8.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,97.0,6.0,5.0,4.0,4.0,20.0,99.0,99.0,6.0,1.54,178316460.0,4.0,1.0
49.0,4.0,2.0,14.0,2.0,3.0,1.0,7.0,2.0,1.0,8.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,15.0,2.0,2.0,4.0,2.43,178316606.0,4.0,2.0
48.0,4.0,2.0,15.0,1.0,1.0,3.0,12.0,8.0,7.0,99.0,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,7.0,3.0,19.0,98.0,6.0,8.0,0.72,178316658.0,4.0,2.0
37.0,3.0,2.0,16.0,1.0,1.0,5.0,3.0,7.0,9.0,10.0,4.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,10.0,6.0,1.0,4.0,2.0,1.0,1.0,0.3,178316694.0,4.0,2.0
68.0,5.0,2.0,16.0,2.0,3.0,97.0,,,,,,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,7.0,5.0,1.0,1.0,99.0,99.0,1.0,0.61,178316764.0,4.0,2.0
60.0,5.0,2.0,15.0,2.0,1.0,3.0,7.0,1.0,6.0,8.0,12.0,3.0,99.0,2.0,2.0,2.0,99.0,2.0,2.0,10.0,1.0,2.0,1.0,15.0,98.0,4.0,8.0,0.81,178316934.0,4.0,2.0
21.0,1.0,2.0,14.0,1.0,1.0,5.0,7.0,2.0,6.0,8.0,13.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,6.0,2.0,3.0,99.0,99.0,99.0,6.0,0.86,178317116.0,4.0,2.0
51.0,4.0,2.0,14.0,1.0,1.0,3.0,1.0,7.0,12.0,8.0,5.0,11.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,6.0,3.0,2.0,6.0,4.0,6.0,2.11,178317148.0,4.0,2.0
49.0,4.0,2.0,16.0,1.0,1.0,3.0,7.0,10.0,2.0,8.0,4.0,13.0,3.0,1.0,97.0,97.0,97.0,97.0,97.0,6.0,2.0,9.0,3.0,1.0,4.0,3.0,1.0,0.37,178317178.0,4.0,2.0
61.0,5.0,2.0,14.0,2.0,3.0,3.0,7.0,12.0,9.0,8.0,5.0,12.0,2.0,97.0,2.0,2.0,2.0,2.0,97.0,6.0,2.0,9.0,1.0,1.0,4.0,4.0,2.0,0.96,178317196.0,4.0,2.0
37.0,3.0,2.0,16.0,1.0,1.0,5.0,2.0,3.0,11.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,6.0,2.0,4.0,20.0,4.0,1.0,6.0,2.22,178317199.0,4.0,1.0
50.0,4.0,1.0,16.0,1.0,1.0,5.0,13.0,2.0,,8.0,1.0,3.0,,,,,,,,5.0,6.0,7.0,1.0,10.0,99.0,99.0,8.0,0.59,178317220.0,4.0,2.0
34.0,2.0,2.0,16.0,1.0,1.0,3.0,7.0,4.0,3.0,5.0,1.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,8.0,4.0,19.0,4.0,1.0,6.0,2.62,178317247.0,4.0,2.0
33.0,2.0,2.0,16.0,1.0,2.0,96.0,,,,,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,5.0,7.0,1.0,19.0,6.0,3.0,3.0,0.81,178317500.0,4.0,2.0
74.0,5.0,2.0,16.0,2.0,1.0,3.0,12.0,7.0,3.0,8.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,4.0,2.0,8.0,0.81,178317653.0,4.0,2.0
67.0,5.0,1.0,15.0,2.0,3.0,3.0,7.0,2.0,1.0,8.0,4.0,10.0,,,,,,,,5.0,7.0,1.0,1.0,1.0,5.0,3.0,1.0,0.48,178317695.0,4.0,2.0
36.0,3.0,2.0,16.0,1.0,1.0,2.0,12.0,9.0,10.0,4.0,9.0,8.0,6.0,2.0,2.0,2.0,97.0,97.0,2.0,3.0,8.0,7.0,3.0,10.0,98.0,1.0,4.0,1.57,178317722.0,4.0,2.0
55.0,4.0,2.0,14.0,1.0,1.0,97.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,,1.0,19.0,99.0,3.0,8.0,0.8,178318078.0,4.0,2.0
55.0,4.0,2.0,14.0,1.0,3.0,97.0,,,,,,,1.0,97.0,97.0,97.0,97.0,97.0,97.0,6.0,2.0,8.0,1.0,1.0,5.0,5.0,6.0,2.59,178318173.0,4.0,2.0
23.0,1.0,2.0,16.0,1.0,1.0,3.0,7.0,2.0,9.0,8.0,10.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,7.0,1.0,1.0,6.0,5.0,8.0,0.65,178318542.0,4.0,1.0
47.0,4.0,2.0,16.0,1.0,1.0,5.0,9.0,3.0,2.0,12.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,10.0,2.0,2.0,2.0,2.0,1.0,0.37,178318615.0,4.0,2.0
58.0,4.0,2.0,16.0,1.0,1.0,5.0,12.0,11.0,4.0,8.0,5.0,12.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,10.0,5.0,1.0,1.0,4.0,3.0,1.0,0.37,178318726.0,4.0,2.0
62.0,5.0,1.0,16.0,1.0,1.0,3.0,2.0,7.0,4.0,1.0,3.0,5.0,,,,,,,,10.0,3.0,4.0,1.0,15.0,1.0,1.0,8.0,0.53,178319201.0,4.0,2.0
68.0,5.0,1.0,16.0,2.0,2.0,5.0,2.0,8.0,13.0,3.0,12.0,8.0,,,,,,,,2.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,0.48,178319262.0,4.0,2.0
59.0,4.0,2.0,15.0,2.0,1.0,3.0,9.0,6.0,10.0,8.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,99.0,7.0,2.0,3.0,1.0,1.0,98.0,99.0,7.0,2.01,178319515.0,4.0,2.0
50.0,4.0,2.0,16.0,1.0,1.0,3.0,7.0,10.0,12.0,3.0,8.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,4.0,15.0,99.0,99.0,2.0,1.12,178319647.0,4.0,2.0
63.0,5.0,2.0,16.0,2.0,1.0,3.0,2.0,9.0,12.0,8.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,9.0,1.0,1.0,4.0,3.0,2.0,1.61,178319861.0,4.0,2.0
47.0,4.0,1.0,7.0,1.0,5.0,5.0,1.0,2.0,7.0,5.0,,,,,,,,,,6.0,,,3.0,1.0,6.0,4.0,8.0,0.47,178319883.0,4.0,2.0
41.0,3.0,2.0,14.0,1.0,4.0,5.0,2.0,4.0,3.0,8.0,12.0,13.0,99.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,7.0,2.0,2.0,5.0,5.0,8.0,0.69,178319884.0,4.0,2.0
23.0,1.0,2.0,15.0,2.0,3.0,5.0,99.0,,,99.0,,,4.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,6.0,1.0,20.0,98.0,1.0,1.0,0.2,178319928.0,4.0,2.0
68.0,5.0,1.0,15.0,2.0,1.0,5.0,2.0,12.0,3.0,8.0,1.0,3.0,,,,,,,,9.0,8.0,7.0,1.0,1.0,4.0,3.0,1.0,0.39,178319955.0,4.0,2.0
78.0,5.0,1.0,16.0,1.0,1.0,5.0,7.0,13.0,2.0,4.0,1.0,3.0,,,,,,,,4.0,,,1.0,19.0,99.0,99.0,8.0,0.53,178320235.0,4.0,2.0
28.0,2.0,2.0,16.0,2.0,1.0,3.0,7.0,1.0,12.0,8.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,11.0,5.0,4.0,5.0,1.76,178320899.0,4.0,1.0
35.0,3.0,1.0,16.0,1.0,1.0,5.0,7.0,9.0,6.0,3.0,8.0,12.0,,,,,,,,2.0,3.0,7.0,1.0,1.0,3.0,2.0,1.0,0.25,178320929.0,4.0,2.0
30.0,2.0,2.0,11.0,2.0,6.0,5.0,4.0,2.0,7.0,99.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,6.0,6.0,8.0,0.82,178320997.0,4.0,2.0
34.0,2.0,2.0,16.0,1.0,1.0,2.0,9.0,6.0,4.0,10.0,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,20.0,3.0,3.0,1.0,0.19,178321206.0,4.0,2.0
45.0,4.0,2.0,16.0,1.0,1.0,3.0,7.0,2.0,4.0,12.0,13.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,7.0,4.0,4.0,20.0,4.0,2.0,8.0,0.72,178321637.0,4.0,2.0
74.0,5.0,1.0,16.0,1.0,1.0,3.0,12.0,7.0,2.0,8.0,3.0,5.0,,,,,,,,1.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,0.04,178321720.0,4.0,2.0
52.0,4.0,2.0,16.0,1.0,1.0,1.0,7.0,9.0,2.0,8.0,12.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,1.0,1.0,4.0,3.0,4.0,3.64,178321897.0,4.0,2.0
20.0,1.0,2.0,11.0,2.0,6.0,5.0,1.0,2.0,3.0,7.0,12.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,20.0,6.0,99.0,8.0,0.64,178322367.0,4.0,1.0
