IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6_1,P6_2,P6_3,RACA_COR,RELIGIAO,RENDA1,RENDA2,REGIAO,FATOR_POND,ID,TIPO_COLETA,AMOSTRA
63.0,5.0,1.0,8.0,2.0,5.0,1.0,4.0,7.0,2.0,12.0,5.0,13.0,,,,,,,,5.0,7.0,6.0,3.0,1.0,5.0,5.0,5.0,1.16,178718286.0,4.0,2.0
22.0,1.0,2.0,14.0,2.0,5.0,1.0,1.0,2.0,7.0,99.0,,,4.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,7.0,3.0,19.0,5.0,5.0,5.0,0.55,178718661.0,4.0,2.0
64.0,5.0,2.0,14.0,2.0,5.0,1.0,1.0,2.0,7.0,99.0,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,7.0,3.0,20.0,6.0,5.0,5.0,1.56,178718683.0,4.0,2.0
42.0,3.0,1.0,8.0,2.0,6.0,5.0,2.0,3.0,9.0,8.0,6.0,7.0,,,,,,,,2.0,4.0,3.0,3.0,1.0,98.0,6.0,5.0,1.66,178718791.0,4.0,1.0
40.0,3.0,2.0,8.0,2.0,5.0,1.0,3.0,7.0,2.0,1.0,,,1.0,2.0,99.0,99.0,99.0,99.0,97.0,2.0,3.0,5.0,2.0,10.0,99.0,6.0,5.0,0.56,178718792.0,4.0,1.0
50.0,4.0,2.0,7.0,2.0,6.0,5.0,4.0,2.0,7.0,99.0,,,7.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,11.0,99.0,6.0,5.0,0.96,178718793.0,4.0,1.0
40.0,3.0,2.0,14.0,1.0,3.0,3.0,7.0,13.0,2.0,12.0,5.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,10.0,4.0,1.0,19.0,99.0,99.0,5.0,2.14,178727650.0,4.0,1.0
65.0,5.0,1.0,14.0,2.0,5.0,3.0,7.0,2.0,4.0,5.0,8.0,12.0,,,,,,,,2.0,5.0,6.0,3.0,1.0,5.0,5.0,5.0,0.68,178742694.0,4.0,2.0
58.0,4.0,1.0,14.0,2.0,5.0,1.0,7.0,2.0,4.0,5.0,8.0,12.0,,,,,,,,2.0,5.0,6.0,3.0,1.0,5.0,5.0,5.0,1.15,178742696.0,4.0,2.0
60.0,5.0,2.0,13.0,2.0,5.0,1.0,1.0,2.0,7.0,8.0,13.0,12.0,99.0,97.0,97.0,97.0,97.0,97.0,97.0,7.0,2.0,5.0,3.0,1.0,6.0,5.0,5.0,1.56,178743457.0,4.0,2.0
48.0,4.0,2.0,13.0,2.0,6.0,1.0,1.0,2.0,7.0,8.0,13.0,12.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,1.01,178743466.0,4.0,2.0
39.0,3.0,2.0,14.0,1.0,4.0,1.0,7.0,6.0,2.0,99.0,,,4.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,4.0,3.0,19.0,5.0,5.0,5.0,1.42,178747840.0,4.0,2.0
33.0,2.0,2.0,14.0,1.0,4.0,1.0,7.0,6.0,2.0,99.0,,,99.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,3.0,20.0,5.0,5.0,5.0,1.73,178747842.0,4.0,2.0
39.0,3.0,2.0,14.0,1.0,6.0,97.0,,,,,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,7.0,1.0,1.0,5.0,5.0,5.0,1.18,178748241.0,4.0,2.0
62.0,5.0,1.0,10.0,2.0,6.0,3.0,7.0,2.0,1.0,5.0,,,,,,,,,,5.0,8.0,1.0,1.0,1.0,5.0,5.0,7.0,2.1,178750211.0,4.0,1.0
45.0,4.0,1.0,11.0,1.0,6.0,5.0,2.0,,,8.0,,,,,,,,,,5.0,2.0,4.0,2.0,1.0,6.0,6.0,7.0,1.34,178750905.0,4.0,2.0
16.0,1.0,2.0,14.0,2.0,3.0,1.0,1.0,2.0,3.0,99.0,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,98.0,99.0,8.0,0.8,178775290.0,4.0,1.0
17.0,1.0,1.0,11.0,2.0,3.0,5.0,2.0,3.0,5.0,1.0,3.0,5.0,,,,,,,,1.0,5.0,6.0,1.0,1.0,99.0,99.0,8.0,1.42,178775630.0,4.0,1.0
17.0,1.0,1.0,11.0,2.0,3.0,1.0,1.0,2.0,3.0,99.0,,,,,,,,,,1.0,3.0,5.0,3.0,1.0,99.0,99.0,3.0,1.31,178777369.0,4.0,1.0
44.0,3.0,1.0,14.0,2.0,3.0,5.0,2.0,1.0,7.0,5.0,8.0,12.0,,,,,,,,5.0,3.0,2.0,1.0,1.0,99.0,99.0,5.0,1.77,178777397.0,4.0,2.0
20.0,1.0,1.0,14.0,2.0,3.0,5.0,1.0,2.0,5.0,2.0,3.0,5.0,,,,,,,,3.0,5.0,6.0,1.0,1.0,6.0,99.0,3.0,1.28,178777743.0,4.0,1.0
16.0,1.0,1.0,12.0,2.0,3.0,99.0,,,,,,,,,,,,,,3.0,5.0,6.0,1.0,1.0,98.0,99.0,3.0,1.28,178778073.0,4.0,1.0
36.0,3.0,1.0,14.0,2.0,3.0,3.0,7.0,2.0,12.0,5.0,1.0,3.0,,,,,,,,6.0,8.0,10.0,3.0,19.0,98.0,5.0,5.0,1.77,178778813.0,4.0,2.0
29.0,2.0,1.0,14.0,1.0,4.0,1.0,2.0,7.0,4.0,12.0,5.0,2.0,,,,,,,,5.0,6.0,7.0,3.0,11.0,5.0,5.0,5.0,2.41,178779826.0,4.0,2.0
36.0,3.0,1.0,14.0,1.0,4.0,3.0,2.0,7.0,4.0,12.0,5.0,6.0,,,,,,,,5.0,6.0,7.0,3.0,11.0,5.0,5.0,5.0,1.08,178779831.0,4.0,2.0
50.0,4.0,1.0,12.0,1.0,5.0,1.0,4.0,6.0,8.0,8.0,12.0,13.0,,,,,,,,5.0,7.0,9.0,3.0,11.0,4.0,4.0,5.0,1.06,178780217.0,4.0,2.0
45.0,4.0,1.0,12.0,1.0,6.0,1.0,1.0,2.0,4.0,8.0,12.0,13.0,,,,,,,,5.0,7.0,9.0,3.0,10.0,6.0,6.0,5.0,1.19,178780218.0,4.0,2.0
16.0,1.0,1.0,12.0,2.0,5.0,1.0,4.0,2.0,7.0,8.0,12.0,2.0,,,,,,,,99.0,,,2.0,20.0,98.0,99.0,4.0,2.08,178781009.0,4.0,2.0
16.0,1.0,2.0,12.0,2.0,3.0,96.0,,,,,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,7.0,1.0,1.0,98.0,4.0,1.0,0.23,178801339.0,4.0,1.0
18.0,1.0,2.0,14.0,2.0,3.0,3.0,2.0,1.0,7.0,8.0,13.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,5.0,3.0,2.0,98.0,5.0,1.0,0.23,178801694.0,4.0,1.0
18.0,1.0,2.0,14.0,2.0,3.0,5.0,5.0,2.0,4.0,12.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,5.0,2.0,4.0,98.0,4.0,1.0,0.23,178802118.0,4.0,1.0
26.0,2.0,2.0,14.0,2.0,3.0,97.0,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,6.0,1.0,1.0,4.0,4.0,1.0,0.23,178802565.0,4.0,1.0
47.0,4.0,1.0,10.0,1.0,5.0,1.0,3.0,2.0,4.0,13.0,8.0,5.0,,,,,,,,5.0,1.0,6.0,2.0,10.0,5.0,5.0,7.0,1.19,178804037.0,4.0,2.0
51.0,4.0,1.0,7.0,1.0,5.0,1.0,3.0,2.0,4.0,13.0,8.0,5.0,,,,,,,,5.0,1.0,6.0,2.0,10.0,5.0,5.0,7.0,1.19,178804041.0,4.0,2.0
30.0,2.0,2.0,14.0,2.0,3.0,5.0,2.0,1.0,9.0,8.0,12.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,3.0,98.0,4.0,1.0,0.23,178804120.0,4.0,1.0
33.0,2.0,2.0,14.0,2.0,2.0,5.0,2.0,1.0,7.0,5.0,8.0,13.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,4.0,1.0,0.23,178804618.0,4.0,1.0
56.0,4.0,1.0,8.0,1.0,5.0,1.0,2.0,4.0,7.0,6.0,8.0,11.0,,,,,,,,5.0,1.0,7.0,3.0,1.0,5.0,5.0,7.0,1.19,178804784.0,4.0,2.0
58.0,4.0,1.0,8.0,1.0,5.0,1.0,2.0,4.0,7.0,11.0,8.0,6.0,,,,,,,,5.0,1.0,8.0,3.0,1.0,5.0,5.0,7.0,1.19,178804789.0,4.0,2.0
19.0,1.0,2.0,14.0,2.0,3.0,96.0,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,6.0,1.0,12.0,6.0,4.0,1.0,0.23,178805219.0,4.0,1.0
65.0,5.0,2.0,12.0,1.0,5.0,1.0,2.0,1.0,7.0,99.0,,,7.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,7.0,9.0,3.0,1.0,6.0,6.0,7.0,1.38,178805223.0,4.0,2.0
58.0,4.0,2.0,12.0,1.0,5.0,1.0,2.0,1.0,7.0,99.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,9.0,3.0,1.0,6.0,6.0,7.0,1.74,178805224.0,4.0,2.0
33.0,2.0,2.0,11.0,2.0,3.0,5.0,1.0,2.0,7.0,5.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,8.0,1.0,1.0,98.0,5.0,1.0,0.27,178805598.0,4.0,1.0
63.0,5.0,2.0,8.0,2.0,5.0,1.0,2.0,1.0,4.0,99.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,2.0,3.0,10.0,6.0,6.0,7.0,1.0,178805767.0,4.0,2.0
65.0,5.0,2.0,7.0,2.0,5.0,1.0,2.0,1.0,4.0,99.0,,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,7.0,5.0,3.0,10.0,6.0,6.0,7.0,1.0,178805771.0,4.0,2.0
25.0,2.0,2.0,11.0,2.0,3.0,5.0,2.0,1.0,4.0,5.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,98.0,4.0,1.0,0.27,178805996.0,4.0,1.0
30.0,2.0,2.0,10.0,2.0,3.0,96.0,,,,,,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,19.0,6.0,4.0,1.0,0.27,178806572.0,4.0,1.0
19.0,1.0,2.0,14.0,2.0,3.0,5.0,9.0,2.0,1.0,3.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,3.0,1.0,1.0,6.0,4.0,1.0,0.23,178807020.0,4.0,1.0
18.0,1.0,2.0,14.0,2.0,3.0,3.0,2.0,8.0,7.0,12.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,8.0,1.0,1.0,98.0,4.0,1.0,0.23,178807366.0,4.0,1.0
65.0,5.0,1.0,10.0,2.0,5.0,3.0,2.0,1.0,,8.0,,,,,,,,,,3.0,5.0,1.0,1.0,1.0,5.0,5.0,7.0,1.87,178807598.0,4.0,1.0
21.0,1.0,2.0,14.0,2.0,3.0,5.0,5.0,2.0,7.0,8.0,5.0,13.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,19.0,98.0,5.0,1.0,0.23,178807688.0,4.0,1.0
61.0,5.0,2.0,11.0,1.0,5.0,3.0,2.0,7.0,,99.0,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,6.0,2.0,16.0,5.0,5.0,7.0,1.09,178809035.0,4.0,1.0
30.0,2.0,1.0,14.0,1.0,5.0,5.0,4.0,3.0,7.0,7.0,8.0,12.0,,,,,,,,6.0,2.0,9.0,1.0,1.0,5.0,5.0,7.0,0.87,178810432.0,4.0,2.0
17.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,7.0,8.0,12.0,7.0,,,,,,,,6.0,9.0,4.0,2.0,10.0,6.0,5.0,7.0,2.13,178810589.0,4.0,2.0
16.0,1.0,2.0,12.0,2.0,2.0,5.0,2.0,1.0,3.0,8.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,6.0,3.0,19.0,98.0,3.0,7.0,1.56,178818661.0,4.0,1.0
25.0,2.0,2.0,15.0,2.0,3.0,96.0,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,7.0,1.0,19.0,98.0,4.0,7.0,1.34,178818673.0,4.0,1.0
17.0,1.0,2.0,13.0,2.0,3.0,5.0,1.0,2.0,7.0,8.0,5.0,13.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,1.0,98.0,4.0,7.0,1.56,178819134.0,4.0,1.0
17.0,1.0,2.0,13.0,2.0,3.0,5.0,2.0,1.0,7.0,5.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,7.0,2.0,19.0,98.0,5.0,7.0,1.56,178819447.0,4.0,1.0
61.0,5.0,1.0,14.0,1.0,5.0,3.0,1.0,2.0,5.0,7.0,8.0,6.0,,,,,,,,3.0,5.0,7.0,1.0,1.0,5.0,5.0,7.0,0.97,178819789.0,4.0,1.0
62.0,5.0,2.0,11.0,2.0,5.0,5.0,7.0,1.0,2.0,5.0,8.0,13.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,5.0,7.0,3.0,19.0,6.0,6.0,7.0,1.0,178820228.0,4.0,1.0
38.0,3.0,2.0,14.0,1.0,3.0,97.0,,,,,,,2.0,2.0,2.0,1.0,2.0,97.0,2.0,10.0,1.0,9.0,3.0,1.0,98.0,6.0,5.0,2.14,178821220.0,4.0,2.0
26.0,2.0,2.0,14.0,2.0,5.0,97.0,,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,3.0,3.0,1.0,6.0,6.0,7.0,0.86,178821407.0,4.0,1.0
26.0,2.0,2.0,14.0,1.0,5.0,96.0,,,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,4.0,2.0,19.0,5.0,4.0,7.0,0.95,178821643.0,4.0,1.0
30.0,2.0,1.0,14.0,1.0,5.0,5.0,2.0,7.0,9.0,1.0,5.0,8.0,,,,,,,,5.0,6.0,1.0,2.0,1.0,5.0,5.0,7.0,0.87,178821931.0,4.0,1.0
16.0,1.0,2.0,14.0,2.0,3.0,1.0,1.0,2.0,5.0,99.0,,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,19.0,98.0,99.0,2.0,0.86,178821951.0,4.0,1.0
42.0,3.0,1.0,14.0,1.0,5.0,97.0,,,,,,,,,,,,,,5.0,8.0,7.0,3.0,1.0,5.0,5.0,7.0,0.63,178822487.0,4.0,1.0
17.0,1.0,2.0,14.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,98.0,99.0,2.0,0.86,178822747.0,4.0,1.0
64.0,5.0,2.0,8.0,2.0,5.0,1.0,7.0,2.0,1.0,99.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,10.0,2.0,1.0,6.0,6.0,7.0,1.0,178822892.0,4.0,2.0
46.0,4.0,2.0,14.0,1.0,5.0,97.0,,,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,8.0,2.0,19.0,5.0,5.0,7.0,1.74,178823211.0,4.0,1.0
61.0,5.0,2.0,8.0,2.0,5.0,1.0,7.0,4.0,2.0,8.0,12.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,10.0,3.0,11.0,6.0,6.0,7.0,1.0,178823355.0,4.0,2.0
57.0,4.0,2.0,7.0,1.0,5.0,1.0,7.0,4.0,2.0,8.0,12.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,6.0,10.0,3.0,10.0,6.0,6.0,7.0,1.38,178823362.0,4.0,2.0
48.0,4.0,2.0,11.0,1.0,5.0,97.0,,,,,,,99.0,2.0,2.0,2.0,2.0,97.0,2.0,3.0,7.0,9.0,3.0,2.0,5.0,5.0,7.0,1.38,178823526.0,4.0,1.0
60.0,5.0,2.0,9.0,2.0,5.0,3.0,1.0,3.0,2.0,99.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,6.0,3.0,16.0,6.0,6.0,6.0,0.61,178823760.0,4.0,1.0
60.0,5.0,2.0,8.0,1.0,5.0,1.0,1.0,7.0,2.0,99.0,,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,2.0,9.0,3.0,1.0,6.0,5.0,7.0,1.09,178824162.0,4.0,2.0
64.0,5.0,2.0,8.0,1.0,5.0,1.0,1.0,7.0,2.0,99.0,,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,9.0,3.0,1.0,6.0,5.0,7.0,1.09,178824164.0,4.0,2.0
60.0,5.0,2.0,14.0,2.0,3.0,97.0,,,,,,,7.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,5.0,7.0,1.0,1.0,6.0,6.0,2.0,0.96,178824312.0,4.0,1.0
47.0,4.0,2.0,10.0,1.0,5.0,5.0,7.0,10.0,2.0,9.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,3.0,2.0,1.0,5.0,4.0,7.0,1.38,178824464.0,4.0,1.0
16.0,1.0,2.0,13.0,2.0,3.0,5.0,2.0,3.0,11.0,1.0,5.0,8.0,1.0,97.0,97.0,97.0,97.0,97.0,97.0,1.0,4.0,10.0,1.0,1.0,98.0,99.0,5.0,1.13,178824677.0,4.0,1.0
61.0,5.0,2.0,14.0,2.0,5.0,1.0,1.0,3.0,5.0,99.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,0.47,178824752.0,4.0,1.0
17.0,1.0,2.0,11.0,2.0,5.0,3.0,1.0,2.0,7.0,5.0,8.0,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,16.0,99.0,99.0,6.0,0.3,178824832.0,4.0,1.0
16.0,1.0,2.0,13.0,2.0,2.0,5.0,2.0,6.0,7.0,1.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,98.0,4.0,5.0,1.13,178824839.0,4.0,1.0
46.0,4.0,1.0,11.0,1.0,5.0,5.0,2.0,4.0,3.0,8.0,7.0,5.0,,,,,,,,5.0,3.0,6.0,2.0,19.0,6.0,6.0,7.0,1.19,178825046.0,4.0,1.0
66.0,5.0,1.0,7.0,2.0,5.0,1.0,1.0,2.0,7.0,12.0,8.0,5.0,,,,,,,,7.0,3.0,1.0,2.0,1.0,5.0,5.0,7.0,1.87,178825245.0,4.0,2.0
58.0,4.0,1.0,8.0,1.0,5.0,1.0,1.0,2.0,7.0,12.0,8.0,7.0,,,,,,,,7.0,3.0,1.0,2.0,1.0,5.0,5.0,7.0,1.19,178825254.0,4.0,2.0
45.0,4.0,1.0,11.0,1.0,5.0,97.0,,,,,,,,,,,,,,5.0,7.0,8.0,3.0,19.0,6.0,6.0,7.0,1.19,178825445.0,4.0,1.0
63.0,5.0,1.0,8.0,1.0,5.0,97.0,,,,,,,,,,,,,,99.0,,,1.0,1.0,6.0,6.0,7.0,2.29,178825766.0,4.0,2.0
17.0,1.0,1.0,12.0,2.0,3.0,5.0,7.0,2.0,3.0,1.0,5.0,3.0,,,,,,,,1.0,2.0,3.0,2.0,20.0,98.0,4.0,5.0,2.98,178825806.0,4.0,1.0
24.0,1.0,2.0,10.0,2.0,3.0,5.0,7.0,1.0,2.0,99.0,,,99.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,99.0,99.0,6.0,0.62,178825891.0,4.0,1.0
17.0,1.0,2.0,11.0,2.0,3.0,5.0,7.0,1.0,2.0,8.0,3.0,,99.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,6.0,6.0,6.0,0.62,178827280.0,4.0,1.0
18.0,1.0,1.0,15.0,1.0,3.0,5.0,1.0,3.0,2.0,5.0,7.0,8.0,,,,,,,,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,1.48,178827417.0,4.0,1.0
