IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4_1,P4_2,P4_3,P5,P6A,P6B,P6C,P6D,P6E,P6F,P6G,P7_1,P7_2,P7_3,P8A,P8B,P8C,P8D,P8E,P8F,P8G,P9_1,P9_2,P9_3,P10,P11A,P11B,P11C,P11D,P11E,RAÇA_COR,RELIGIAO,REND1,REND2,TIPO_COLETA,AMOSTRA,REGIAO,FATOR_POND,ID
45.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,7.0,1.5150900366002078,150436055.0
46.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,98.0,1.0,2.0,1.0,1.0,2.0,3.0,10.0,6.0,6.0,4.0,2.0,8.0,0.6716025243839074,150436576.0
24.0,1.0,16.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,8.0,5.0,4.0,4.0,2.0,2.0,1.116351753409827,150436723.0
54.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,9.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,8.0,0.6446539554067346,150439340.0
26.0,2.0,14.0,2.0,5.0,3.0,1.0,98.0,1.0,6.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,98.0,1.0,2.0,3.0,1.0,1.0,1.0,19.0,98.0,6.0,4.0,2.0,4.0,0.6982870676109456,150439919.0
28.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,11.0,5.0,5.0,4.0,2.0,3.0,0.7975453840626782,150443058.0
70.0,1.0,16.0,2.0,2.0,2.0,2.0,2.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,0.5004404111789013,150444032.0
30.0,1.0,16.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,99.0,4.0,4.0,4.0,2.0,6.0,0.8932191292350172,150444786.0
43.0,2.0,16.0,1.0,5.0,3.0,1.0,98.0,99.0,,,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,1.0,7.0,99.0,99.0,4.0,2.0,7.0,0.8010586433013691,150445550.0
19.0,2.0,13.0,2.0,5.0,3.0,1.0,98.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,5.0,2.0,99.0,1.0,99.0,1.0,1.0,2.0,19.0,98.0,6.0,4.0,2.0,7.0,0.9850040515739542,150445686.0
52.0,2.0,16.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,98.0,2.0,1.0,2.0,1.0,1.0,1.0,15.0,3.0,3.0,4.0,2.0,1.0,0.2800032106691019,150445687.0
56.0,1.0,16.0,1.0,4.0,2.0,2.0,1.0,5.0,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,0.19124440199748619,150446390.0
60.0,1.0,16.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,19.0,2.0,1.0,4.0,2.0,8.0,1.0030687900697501,150446429.0
57.0,2.0,16.0,1.0,4.0,2.0,1.0,2.0,9.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,15.0,99.0,99.0,4.0,2.0,4.0,2.565785917968333,150447340.0
39.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,19.0,6.0,6.0,4.0,2.0,3.0,1.2215123591005064,150447464.0
58.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,5.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,19.0,4.0,2.0,4.0,2.0,2.0,0.5004404111789013,150447883.0
43.0,2.0,16.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,0.7706703040448596,150447983.0
55.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,15.0,3.0,3.0,4.0,2.0,2.0,0.3131105732833272,150450189.0
68.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,98.0,4.0,4.0,2.0,1.0,0.5460972044322688,150450878.0
40.0,1.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,2.0,0.6709706176969781,150451599.0
32.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,5.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,6.0,4.0,4.0,2.0,1.0,0.43047807271304217,150451821.0
56.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,0.39008722239582194,150451985.0
44.0,1.0,16.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,8.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,18.0,98.0,5.0,4.0,2.0,4.0,1.3631577614645485,150452129.0
29.0,2.0,13.0,2.0,6.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,3.0,99.0,99.0,99.0,4.0,2.0,1.0,0.3410727211813388,150452310.0
20.0,2.0,11.0,2.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,98.0,2.0,3.0,4.0,2.0,1.0,3.0,10.0,99.0,99.0,4.0,2.0,8.0,0.6229746473088508,150452410.0
55.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,6.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.461115970801543,150452570.0
56.0,1.0,16.0,1.0,3.0,2.0,1.0,1.0,9.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,6.0,0.6753111534606094,150452634.0
58.0,1.0,16.0,1.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,0.39008722239582194,150452874.0
42.0,2.0,10.0,1.0,4.0,2.0,1.0,1.0,5.0,6.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,99.0,1.0,1.0,99.0,99.0,99.0,7.0,4.0,2.0,2.0,99.0,1.0,99.0,1.0,2.0,3.0,15.0,6.0,6.0,4.0,2.0,5.0,1.9150872457045804,150452954.0
60.0,2.0,16.0,1.0,3.0,2.0,1.0,2.0,4.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,4.0,2.0,2.0,99.0,2.0,2.0,3.0,1.0,3.0,15.0,4.0,3.0,4.0,2.0,8.0,0.8147226010591,150453136.0
62.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,16.0,3.0,1.0,4.0,2.0,6.0,0.7867935572035899,150453551.0
38.0,2.0,14.0,2.0,5.0,2.0,1.0,98.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,99.0,6.0,6.0,4.0,2.0,6.0,0.6661485184960214,150453599.0
44.0,2.0,14.0,1.0,5.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,99.0,3.0,3.0,2.0,7.0,4.0,2.0,2.0,99.0,4.0,3.0,1.0,2.0,1.0,2.0,6.0,6.0,4.0,2.0,3.0,0.6688113491021456,150453635.0
24.0,2.0,14.0,1.0,4.0,2.0,1.0,2.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,98.0,2.0,1.0,3.0,1.0,2.0,1.0,99.0,98.0,99.0,4.0,2.0,5.0,0.8360887398843153,150453739.0
21.0,2.0,14.0,1.0,6.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,6.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,19.0,99.0,99.0,4.0,2.0,7.0,1.4700633117331838,150454058.0
31.0,2.0,16.0,1.0,4.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,2.0,3.0,0.7975453840626782,150454389.0
29.0,2.0,14.0,2.0,6.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,1.0,19.0,98.0,99.0,4.0,2.0,7.0,0.8433613940270227,150454398.0
50.0,1.0,14.0,1.0,6.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,3.0,99.0,6.0,99.0,4.0,2.0,7.0,1.1970536397765854,150454873.0
49.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,2.0,6.0,1.037310867767244,150454941.0
23.0,1.0,14.0,1.0,5.0,2.0,98.0,2.0,9.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,2.0,99.0,2.0,2.0,3.0,99.0,5.0,99.0,4.0,2.0,3.0,2.2249658703437287,150455210.0
67.0,2.0,14.0,2.0,5.0,2.0,98.0,1.0,8.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,99.0,6.0,6.0,4.0,2.0,3.0,0.7772961480915227,150455275.0
44.0,2.0,14.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,20.0,6.0,4.0,4.0,2.0,4.0,1.2367407778581032,150455375.0
25.0,2.0,16.0,1.0,4.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,6.0,1.7552666344966075,150455380.0
35.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,6.0,4.0,5.0,1.0,99.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,8.0,98.0,1.0,1.0,4.0,1.0,1.0,3.0,19.0,6.0,6.0,4.0,2.0,7.0,1.024188174406478,150455490.0
24.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,19.0,6.0,5.0,4.0,2.0,2.0,0.751158235291241,150455619.0
27.0,2.0,16.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,19.0,5.0,4.0,4.0,2.0,7.0,0.8338210783613752,150455875.0
35.0,2.0,16.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,99.0,5.0,3.0,4.0,2.0,4.0,99.0,1.0,1.0,1.0,1.0,19.0,5.0,4.0,4.0,2.0,4.0,0.8867485941365496,150456323.0
35.0,1.0,11.0,1.0,3.0,1.0,98.0,98.0,5.0,7.0,2.0,98.0,3.0,1.0,1.0,99.0,1.0,3.0,2.0,98.0,,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,98.0,,,98.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,1.4986804432741454,150456506.0
31.0,1.0,14.0,2.0,4.0,2.0,98.0,2.0,2.0,6.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,19.0,98.0,6.0,4.0,2.0,5.0,1.4215334470917382,150456844.0
37.0,2.0,14.0,1.0,5.0,2.0,1.0,2.0,5.0,6.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,98.0,99.0,1.0,2.0,1.0,1.0,1.0,19.0,99.0,99.0,4.0,2.0,8.0,0.8404079360352142,150457318.0
36.0,1.0,14.0,2.0,5.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,6.0,6.0,4.0,2.0,3.0,0.41572536469497706,150458755.0
23.0,2.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,5.0,5.0,4.0,2.0,1.0,0.12962868374319006,150458826.0
59.0,1.0,16.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,15.0,5.0,5.0,4.0,2.0,8.0,0.8609419020027168,150459545.0
44.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,9.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,4.0,2.0,7.0,1.267064138913308,150459893.0
40.0,2.0,16.0,1.0,4.0,2.0,1.0,1.0,4.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,19.0,99.0,99.0,4.0,2.0,1.0,0.22581175556024197,150460239.0
21.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,98.0,5.0,4.0,2.0,7.0,1.2665510189732478,150460517.0
42.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,99.0,4.0,2.0,8.0,0.8150472140067643,150461464.0
36.0,2.0,14.0,2.0,5.0,2.0,1.0,1.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,99.0,99.0,4.0,2.0,4.0,0.895327575278516,150461738.0
27.0,2.0,14.0,2.0,5.0,1.0,1.0,1.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,19.0,98.0,5.0,4.0,2.0,8.0,0.6172438235086245,150461778.0
33.0,2.0,14.0,2.0,4.0,2.0,98.0,2.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,3.0,2.0,4.0,99.0,99.0,2.0,2.0,1.0,19.0,98.0,4.0,4.0,2.0,8.0,0.7043037983362149,150462626.0
26.0,1.0,14.0,1.0,4.0,2.0,3.0,2.0,8.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.2609197525146376,150462774.0
27.0,1.0,14.0,2.0,6.0,3.0,98.0,98.0,99.0,,,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,98.0,99.0,99.0,99.0,99.0,99.0,3.0,99.0,5.0,5.0,4.0,2.0,7.0,1.8634055450023892,150462781.0
30.0,2.0,16.0,1.0,6.0,2.0,1.0,1.0,5.0,4.0,7.0,2.0,1.0,99.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,99.0,99.0,99.0,1.0,99.0,1.0,1.0,98.0,,,98.0,2.0,2.0,3.0,2.0,2.0,1.0,10.0,99.0,99.0,4.0,2.0,5.0,1.4163814479844477,150462851.0
18.0,2.0,14.0,2.0,5.0,2.0,1.0,2.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,2.0,1.0,1.0,2.0,1.0,1.0,3.0,99.0,6.0,5.0,4.0,2.0,4.0,0.7678609025531613,150462953.0
21.0,2.0,15.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,98.0,99.0,4.0,2.0,8.0,0.6468720126878473,150463249.0
33.0,2.0,16.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,99.0,99.0,4.0,2.0,2.0,0.6845067909188847,150463282.0
44.0,1.0,14.0,1.0,4.0,2.0,1.0,1.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,6.0,1.9388383616920815,150463329.0
23.0,2.0,14.0,1.0,5.0,1.0,1.0,1.0,7.0,5.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,7.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,0.24075812065827096,150463331.0
27.0,2.0,14.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,98.0,6.0,4.0,2.0,7.0,0.8290937552732646,150463671.0
27.0,2.0,14.0,2.0,4.0,2.0,1.0,2.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,10.0,98.0,5.0,4.0,2.0,5.0,1.4339973911448984,150463901.0
23.0,2.0,14.0,2.0,4.0,1.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,6.0,6.0,4.0,2.0,6.0,1.1300857806436801,150464093.0
