IDADE,FX_IDADE,SEXO,p1,p901a,p901b,p901c,p901d,p901e,p901f,p901g,p901h,p901i,p901j,p901k,p901l,p901m,p901n,p901o,p901p,p901q,p901r,p901s,p901t,p906,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escola,escolac,CLASSE2,RCLASSE2,rendaf,cor,METROP,REGIAO,PESO,nquest
60.0,5.0,2.0,1.0,99.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,99.0,3.0,99.0,99.0,3.0,99.0,99.0,1.0,1.0,99.0,1.0,5.0,5.0,9.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,3.0,3.0,27.0,4.0,9.0,1.0,1.0,3.0,0.7739564209533806,185775094.0
36.0,3.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,96.0,96.0,2.0,2.0,3.0,2.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,1.0,5.0,5.0,37.0,3.0,9.0,2.0,1.0,3.0,0.6697794831617911,185775095.0
76.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,22.0,5.0,2.0,3.0,3.0,1.0,0.9942234493944613,185775099.0
64.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,99.0,99.0,1.0,1.0,99.0,99.0,5.0,5.0,1.0,1.0,99.0,1.0,1.0,5.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,5.0,21.0,5.0,99.0,3.0,1.0,1.0,0.7034061828632253,185775122.0
65.0,5.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,96.0,12.0,2.0,96.0,1.0,96.0,3.0,2.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,5.0,5.0,39.0,2.0,4.0,1.0,2.0,2.0,0.4354991991815998,185775127.0
66.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,9.0,1.0,2.0,2.0,2.4906796587799116,185775128.0
29.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,99.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,5.0,20.0,5.0,1.0,1.0,2.0,2.0,0.8325897146535517,185775129.0
23.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,4.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,6.0,5.0,15.0,6.0,2.0,3.0,1.0,4.0,0.6907521314559608,185775160.0
27.0,2.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,96.0,96.0,1.0,96.0,3.0,1.0,96.0,3.0,96.0,96.0,96.0,96.0,1.0,1.0,6.0,7.0,35.0,3.0,3.0,3.0,1.0,3.0,0.9852241535996844,185775190.0
42.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,7.0,7.0,36.0,3.0,3.0,3.0,1.0,1.0,1.3050142873588273,185775222.0
63.0,5.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,5.0,7.0,29.0,3.0,2.0,1.0,1.0,1.0,0.6894276116940703,185775309.0
55.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,99.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,96.0,6.0,2.0,96.0,1.0,96.0,3.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,39.0,2.0,5.0,1.0,1.0,1.0,0.7280005867666383,185775372.0
72.0,5.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,7.0,7.0,20.0,5.0,1.0,2.0,1.0,1.0,0.8613913442908466,185775434.0
30.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,7.0,2.0,15.0,6.0,1.0,2.0,3.0,1.0,1.0691455173352378,185775452.0
51.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,11.0,1.0,96.0,1.0,2.0,1.0,1.0,1.0,4.0,96.0,96.0,96.0,96.0,1.0,1.0,6.0,7.0,39.0,2.0,3.0,1.0,2.0,1.0,1.13781328900975,185775484.0
40.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,96.0,96.0,96.0,1.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,4.0,4.0,25.0,4.0,3.0,3.0,3.0,2.0,0.67979379569373,185775501.0
44.0,3.0,2.0,99.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,96.0,4.0,1.0,96.0,1.0,96.0,1.0,2.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,31.0,3.0,4.0,1.0,2.0,2.0,0.44040007394261704,185775523.0
56.0,4.0,2.0,99.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,99.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,2.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,4.0,2.0,21.0,5.0,1.0,1.0,3.0,3.0,0.9180338961664835,185775676.0
30.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,2.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,2.0,5.0,5.0,23.0,4.0,3.0,3.0,3.0,2.0,0.9274670401334882,185775681.0
43.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,13.0,6.0,9.0,3.0,3.0,1.0,0.975160572895872,185775814.0
22.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,99.0,1.0,1.0,99.0,3.0,3.0,99.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,96.0,1.0,3.0,3.0,96.0,96.0,2.0,96.0,96.0,1.0,1.0,4.0,4.0,34.0,3.0,1.0,3.0,1.0,2.0,0.15669611212262352,185775852.0
16.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,13.0,1.0,96.0,96.0,2.0,2.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,5.0,27.0,4.0,1.0,3.0,2.0,3.0,1.1581500837816812,185775923.0
47.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,24.0,4.0,99.0,3.0,1.0,1.0,0.5904868137571937,185775927.0
73.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,12.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,35.0,3.0,3.0,3.0,3.0,1.0,0.9554690628920804,185775953.0
38.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,99.0,4.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,2.0,1.0,6.0,5.0,20.0,5.0,2.0,3.0,2.0,5.0,1.4865831869690829,185775992.0
53.0,4.0,1.0,3.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,53.0,1.0,6.0,1.0,1.0,1.0,1.0120389447279092,185776022.0
30.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,96.0,96.0,96.0,96.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,5.0,5.0,7.0,6.0,9.0,1.0,3.0,3.0,1.010523122766943,185776082.0
21.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,2.0,16.0,6.0,1.0,1.0,3.0,4.0,1.3922178510370964,185776085.0
16.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,13.0,96.0,96.0,1.0,2.0,2.0,2.0,3.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,4.0,6.0,33.0,3.0,3.0,2.0,2.0,1.0,0.8307275693535335,185776095.0
19.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,2.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,28.0,4.0,3.0,3.0,2.0,2.0,0.8381218100649084,185776123.0
56.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,99.0,99.0,4.0,5.0,4.0,5.0,99.0,1.0,1.0,5.0,5.0,2.0,96.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,1.0,3.0,2.0,1.0,1.0100114567863399,185776197.0
54.0,4.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,8.0,8.0,30.0,3.0,3.0,3.0,3.0,1.0,1.7665044939837318,185776247.0
30.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,2.0,6.0,6.0,21.0,5.0,1.0,2.0,3.0,3.0,0.866858827661922,185776345.0
33.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,3.0,7.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,25.0,4.0,9.0,3.0,1.0,1.0,0.8049363068039506,185776378.0
37.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,33.0,3.0,3.0,4.0,1.0,2.0,0.24824318477764273,185776439.0
30.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,3.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,2.0,7.0,5.0,35.0,3.0,5.0,1.0,3.0,2.0,1.1406195879077623,185776538.0
46.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,6.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,7.0,27.0,4.0,1.0,1.0,1.0,1.0,0.7032375057885263,185776581.0
75.0,5.0,2.0,3.0,4.0,99.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,99.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,9.0,1.0,3.0,1.0,0.9772396955388715,185776685.0
32.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,13.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,3.0,22.0,5.0,9.0,2.0,3.0,1.0,1.3131266858088049,185776736.0
30.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,99.0,5.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,2.0,2.0,96.0,96.0,96.0,1.0,1.0,1.0,5.0,3.0,30.0,3.0,1.0,1.0,2.0,2.0,0.7554675569825051,185776748.0
40.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,18.0,5.0,1.0,2.0,1.0,1.0,0.6770648305686385,185776797.0
18.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,4.0,22.0,5.0,1.0,2.0,2.0,1.0,0.8231224717756859,185776814.0
33.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,9.0,1.0,3.0,1.0,1.3646602737595457,185776861.0
18.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,25.0,4.0,2.0,1.0,3.0,1.0,0.8016307866582639,185776894.0
51.0,4.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,96.0,2.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,28.0,4.0,3.0,1.0,3.0,2.0,1.5457709400386683,185777012.0
22.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,96.0,1.0,2.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,5.0,5.0,29.0,3.0,3.0,1.0,3.0,2.0,0.5726387677057286,185777013.0
53.0,4.0,2.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,19.0,5.0,9.0,2.0,1.0,2.0,0.2639162050095179,185777041.0
58.0,4.0,2.0,2.0,5.0,1.0,99.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,99.0,1.0,4.0,1.0,5.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,29.0,3.0,4.0,2.0,2.0,1.0,0.9502194334916066,185777058.0
40.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,23.0,4.0,2.0,98.0,3.0,3.0,1.5691395662459202,185777117.0
17.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,3.0,9.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,7.0,35.0,3.0,1.0,1.0,2.0,1.0,0.8350621284966213,185777120.0
43.0,3.0,2.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,96.0,96.0,2.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,2.0,98.0,1.0,1.0,0.6907335042960331,185777125.0
28.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,98.0,1.0,4.0,4.0,14.0,6.0,3.0,3.0,3.0,3.0,1.5100050704909385,185777137.0
26.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,2.0,4.0,1.0,99.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,24.0,4.0,1.0,3.0,2.0,1.0,1.3483315528378426,185777238.0
53.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,3.0,3.0,2.0,1.0,1.3395596153911766,185777345.0
60.0,5.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,96.0,96.0,96.0,96.0,2.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,2.0,2.0,5.0,20.0,5.0,2.0,2.0,3.0,3.0,1.4514197765604508,185777360.0
21.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,13.0,2.0,96.0,1.0,96.0,4.0,2.0,3.0,3.0,96.0,2.0,96.0,1.0,1.0,1.0,6.0,5.0,54.0,1.0,4.0,1.0,1.0,1.0,0.5750720554415473,185777434.0
50.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,96.0,16.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,9.0,2.0,3.0,1.0,0.9464949646737041,185777452.0
29.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,96.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,2.0,96.0,96.0,1.0,1.0,6.0,3.0,26.0,4.0,1.0,1.0,3.0,1.0,1.0934758771978208,185777453.0
49.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,2.0,2.0,2.0,2.0,7.0,6.0,1.0,3.0,2.0,3.0,1.2209351816313831,185777465.0
16.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,13.0,3.0,96.0,3.0,96.0,1.0,1.0,96.0,2.0,96.0,96.0,96.0,96.0,1.0,2.0,4.0,5.0,33.0,3.0,5.0,3.0,2.0,3.0,1.1060114871264057,185777503.0
32.0,2.0,1.0,4.0,99.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,8.0,3.0,24.0,4.0,4.0,3.0,3.0,5.0,1.6186701494326616,185777535.0
40.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,5.0,5.0,24.0,4.0,9.0,1.0,3.0,2.0,0.9682151290517111,185777596.0
17.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,7.0,34.0,3.0,3.0,1.0,3.0,1.0,0.7878618696232437,185777603.0
21.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,26.0,4.0,2.0,3.0,3.0,2.0,0.9336295425841002,185777698.0
22.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,16.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,5.0,4.0,10.0,6.0,1.0,3.0,3.0,5.0,1.1434267756012155,185777816.0
42.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,25.0,4.0,3.0,1.0,1.0,1.0,0.810732063131328,185777860.0
