IDADE,FX_IDADE,SEXO,p1,p901a,p901b,p901c,p901d,p901e,p901f,p901g,p901h,p901i,p901j,p901k,p901l,p901m,p901n,p901o,p901p,p901q,p901r,p901s,p901t,p906,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escola,escolac,CLASSE2,RCLASSE2,rendaf,cor,METROP,REGIAO,PESO,nquest
42.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,96.0,96.0,1.0,96.0,2.0,2.0,1.0,3.0,96.0,1.0,96.0,96.0,98.0,1.0,5.0,5.0,30.0,3.0,3.0,2.0,2.0,3.0,0.8328518028730043,185722333.0
29.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,99.0,1.0,99.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,96.0,4.0,1.0,96.0,1.0,96.0,3.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,32.0,3.0,2.0,2.0,2.0,3.0,1.0110012360397755,185722334.0
22.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,3.0,96.0,96.0,96.0,96.0,98.0,2.0,5.0,5.0,20.0,5.0,1.0,3.0,2.0,3.0,0.816824675494142,185722335.0
47.0,4.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,2.0,1.0,4.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,26.0,4.0,4.0,1.0,3.0,1.0,0.818348254437296,185722338.0
58.0,4.0,1.0,1.0,5.0,99.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,12.0,2.0,96.0,1.0,96.0,3.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,36.0,3.0,4.0,3.0,1.0,3.0,0.4068172192587899,185722349.0
72.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,12.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,8.0,8.0,31.0,3.0,2.0,1.0,1.0,1.0,1.2749435215266383,185722372.0
34.0,2.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,18.0,5.0,3.0,3.0,2.0,1.0,0.9679007332868377,185722387.0
58.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,7.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,19.0,5.0,1.0,3.0,1.0,4.0,0.6777277305421807,185722389.0
38.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,96.0,2.0,1.0,4.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,98.0,1.0,7.0,2.0,32.0,3.0,3.0,3.0,3.0,1.0,1.1339645317869662,185722402.0
41.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,7.0,2.0,33.0,3.0,5.0,1.0,3.0,4.0,0.4972406866115616,185722407.0
32.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,7.0,6.0,17.0,5.0,9.0,2.0,3.0,1.0,0.9863246921723445,185722427.0
31.0,2.0,1.0,3.0,5.0,99.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,2.0,3.0,2.0,20.0,5.0,1.0,2.0,3.0,2.0,1.5264360369315015,185722442.0
30.0,2.0,2.0,3.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,96.0,8.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,6.0,21.0,5.0,2.0,1.0,2.0,1.0,1.0454147212735143,185722460.0
41.0,3.0,1.0,2.0,5.0,1.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,1.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,1.0,2.0,99.0,16.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,2.0,2.0,4.0,2.0,17.0,5.0,99.0,3.0,3.0,1.0,0.9690513351422,185722461.0
18.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,99.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,7.0,1.0,96.0,1.0,1.0,1.0,2.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,4.0,4.0,29.0,3.0,2.0,3.0,1.0,1.0,0.5986610841182172,185722462.0
51.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,96.0,1.0,96.0,2.0,2.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,29.0,3.0,3.0,2.0,3.0,1.0,0.8778546919866562,185722499.0
66.0,5.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,3.0,1.0,3.0,2.0,1.6372690319153913,185722503.0
35.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,3.0,23.0,4.0,2.0,1.0,3.0,2.0,1.1024511810567355,185722504.0
50.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,2.0,3.0,3.0,2.0,1.5457709400386683,185722505.0
45.0,4.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,6.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,40.0,2.0,4.0,1.0,3.0,1.0,1.5765699137804416,185722518.0
82.0,5.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,99.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,3.0,1.0,3.0,1.0,1.509232954687469,185722538.0
35.0,3.0,1.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,96.0,7.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,22.0,5.0,4.0,3.0,2.0,2.0,1.0043610892682413,185722542.0
53.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,27.0,4.0,3.0,1.0,1.0,1.0,0.6409631773530735,185722544.0
44.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,16.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,2.0,2.0,10.0,6.0,1.0,2.0,3.0,4.0,1.7593115526346568,185722548.0
19.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,18.0,5.0,3.0,3.0,1.0,2.0,0.25297229440451535,185722555.0
39.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,1.0,99.0,1.0,5.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,5.0,5.0,27.0,4.0,3.0,3.0,2.0,1.0,0.9950315575888857,185722595.0
24.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,5.0,10.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,16.0,6.0,2.0,3.0,1.0,3.0,0.3457731015815134,185722638.0
36.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,3.0,2.0,13.0,6.0,1.0,2.0,3.0,3.0,1.5108831352221974,185722658.0
35.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,3.0,13.0,6.0,1.0,1.0,3.0,1.0,1.0065950009170432,185722659.0
37.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,2.0,5.0,5.0,23.0,4.0,3.0,3.0,3.0,3.0,0.9477745102984179,185722797.0
42.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,96.0,12.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,13.0,6.0,9.0,3.0,3.0,3.0,1.9834449403444607,185722799.0
43.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,96.0,3.0,96.0,96.0,96.0,1.0,2.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,8.0,7.0,27.0,4.0,2.0,3.0,3.0,3.0,0.9374620491551642,185722806.0
21.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,99.0,99.0,2.0,1.0,99.0,99.0,2.0,99.0,5.0,99.0,99.0,1.0,4.0,99.0,99.0,1.0,3.0,4.0,96.0,96.0,1.0,96.0,2.0,2.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,2.0,5.0,5.0,22.0,5.0,99.0,3.0,2.0,1.0,0.8274173491428748,185722813.0
17.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,2.0,16.0,6.0,9.0,3.0,1.0,1.0,0.8910652159919867,185722817.0
56.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,99.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,7.0,1.0,96.0,1.0,2.0,2.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,27.0,4.0,9.0,1.0,3.0,1.0,1.3866354045656046,185722877.0
54.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,5.0,3.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,15.0,6.0,9.0,1.0,3.0,3.0,1.1432783657662586,185722926.0
78.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,16.0,6.0,99.0,4.0,3.0,1.0,0.972101503394541,185722936.0
28.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,4.0,1.0,31.0,3.0,4.0,3.0,3.0,1.0,1.4692310353554987,185722937.0
46.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,96.0,96.0,1.0,1.0,1.0,2.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,4.0,4.0,22.0,5.0,2.0,3.0,3.0,1.0,1.3045837831946678,185722938.0
21.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,99.0,2.0,2.0,2.0,5.0,1.0,5.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,2.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,7.0,38.0,2.0,4.0,2.0,1.0,4.0,0.5381208329108619,185722951.0
23.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,3.0,13.0,1.0,96.0,1.0,1.0,2.0,1.0,96.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,7.0,36.0,3.0,5.0,1.0,3.0,2.0,0.46453249328636603,185722977.0
27.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,5.0,30.0,3.0,3.0,1.0,3.0,2.0,0.5083225796625283,185722978.0
17.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,99.0,99.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,4.0,1.0,5.0,13.0,1.0,96.0,1.0,96.0,3.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,28.0,4.0,99.0,3.0,3.0,3.0,0.8705036474023984,185723009.0
57.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,27.0,4.0,3.0,1.0,3.0,1.0,1.3045837831946678,185723035.0
19.0,1.0,1.0,3.0,5.0,1.0,99.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,99.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,2.0,1.0,96.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,5.0,32.0,3.0,99.0,3.0,1.0,3.0,0.4635075428521565,185723036.0
35.0,3.0,1.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,10.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,1.0,1.0,10.0,6.0,9.0,3.0,3.0,3.0,2.1422338013764697,185723049.0
18.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,99.0,2.0,2.0,5.0,1.0,99.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,96.0,1.0,96.0,2.0,2.0,96.0,1.0,96.0,1.0,96.0,1.0,1.0,2.0,5.0,5.0,30.0,3.0,3.0,2.0,1.0,5.0,0.47816152681563756,185723051.0
34.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,10.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,28.0,4.0,1.0,3.0,1.0,4.0,1.025679407355074,185723078.0
62.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,96.0,1.0,1.0,3.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,2.0,1.0,5.0,5.0,27.0,4.0,4.0,1.0,1.0,3.0,0.603457689297079,185723111.0
32.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,99.0,2.0,99.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,1.0,29.0,3.0,99.0,3.0,2.0,1.0,1.1331657575153886,185723204.0
25.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,2.0,2.0,6.0,5.0,29.0,3.0,3.0,3.0,3.0,4.0,0.9247706236741355,185723252.0
23.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,99.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,2.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,2.0,27.0,4.0,2.0,1.0,3.0,1.0,1.490173465394802,185723275.0
16.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,99.0,4.0,13.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,3.0,18.0,5.0,1.0,2.0,1.0,5.0,0.6411431909790367,185723318.0
18.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,7.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,96.0,96.0,2.0,1.0,5.0,5.0,15.0,6.0,3.0,4.0,1.0,3.0,0.3457731015815134,185723323.0
35.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,99.0,1.0,5.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,1.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,5.0,5.0,12.0,6.0,1.0,3.0,3.0,5.0,1.10963950267417,185723420.0
29.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,34.0,3.0,2.0,1.0,3.0,1.0,1.7592889997106198,185723431.0
70.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,12.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,21.0,5.0,1.0,1.0,3.0,1.0,1.8071881625751034,185723531.0
46.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,37.0,3.0,5.0,1.0,1.0,4.0,0.3359712401859989,185723543.0
71.0,5.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,99.0,2.0,1.0,1.0,2.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,26.0,4.0,3.0,1.0,3.0,1.0,0.9772396955388715,185723553.0
53.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,99.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,99.0,1.0,1.0,1.0,1.0,10.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,17.0,5.0,1.0,3.0,3.0,1.0,1.3045837831946678,185723554.0
55.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,17.0,5.0,9.0,4.0,3.0,4.0,1.4812440626520524,185723579.0
45.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,96.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,96.0,96.0,1.0,1.0,1.0,5.0,8.0,44.0,2.0,6.0,1.0,1.0,2.0,0.2909062573082971,185723595.0
48.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,99.0,4.0,1.0,99.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,96.0,2.0,2.0,2.0,2.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,37.0,3.0,1.0,2.0,1.0,1.0,0.5773321378227564,185723602.0
29.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,7.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,7.0,21.0,5.0,9.0,2.0,3.0,1.0,0.8237071049244507,185723607.0
16.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,13.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,2.0,1.0,1.0,96.0,1.0,1.0,4.0,3.0,27.0,4.0,1.0,1.0,3.0,3.0,1.2342598141534438,185723621.0
22.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,4.0,1.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,5.0,5.0,16.0,6.0,9.0,3.0,2.0,1.0,0.8048076041440352,185723625.0
