IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
28.0,2.0,2.0,16.0,1.0,4.0,1.0,2.0,7.0,9.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,8.0,,,,,,,,9.0,8.0,2.0,1.0,4.0,2.0,6.0,99.0,7.0,0.9365457351387877,4.0,3.0,161379236.0
60.0,5.0,1.0,16.0,2.0,4.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,,,,,,1.0,4.0,3.0,,,,,,9.0,2.0,3.0,1.0,1.0,15.0,4.0,4.0,4.0,1.8579507968319273,4.0,3.0,161389789.0
29.0,2.0,2.0,16.0,1.0,4.0,1.0,4.0,5.0,9.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,7.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,,,,1.0,8.0,3.0,4.0,6.0,2.0,,,1.0,9.0,6.0,1.0,1.0,5.0,4.0,4.0,3.0,0.5127156832163831,4.0,3.0,161389960.0
54.0,4.0,1.0,16.0,1.0,4.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,5.0,4.0,,,,8.0,1.0,4.0,,,,,,2.0,9.0,5.0,1.0,3.0,1.0,4.0,4.0,1.0,0.11347919508094438,4.0,3.0,161393674.0
34.0,2.0,1.0,16.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,,,,8.0,1.0,3.0,,,,,,9.0,5.0,6.0,1.0,1.0,1.0,5.0,4.0,8.0,0.6616574537715907,4.0,3.0,161396533.0
49.0,4.0,2.0,9.0,1.0,6.0,1.0,2.0,6.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,3.0,1.0,6.0,3.0,,,,,,6.0,,,,,,,,3.0,5.0,6.0,1.0,3.0,20.0,98.0,6.0,7.0,1.1681791443779552,4.0,2.0,161400512.0
16.0,1.0,1.0,11.0,2.0,6.0,3.0,1.0,,,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,2.0,2.0,4.0,2.0,1.0,4.0,4.0,,,,,,2.0,,,,,,,,6.0,9.0,8.0,2.0,1.0,1.0,98.0,6.0,7.0,1.2009800458435893,4.0,2.0,161403117.0
55.0,4.0,1.0,14.0,1.0,3.0,2.0,1.0,7.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,7.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,,,,,,4.0,,,,,,,,2.0,3.0,9.0,2.0,3.0,15.0,4.0,99.0,2.0,0.9738683616127866,4.0,3.0,161405438.0
40.0,3.0,1.0,15.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,,,,,1.0,4.0,3.0,,,,,,3.0,9.0,8.0,1.0,1.0,19.0,2.0,2.0,6.0,1.4479759857607821,4.0,3.0,161405538.0
49.0,4.0,2.0,16.0,2.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,,,,8.0,6.0,5.0,1.0,2.0,,,,9.0,8.0,2.0,1.0,1.0,1.0,98.0,3.0,1.0,0.47399789356312744,4.0,3.0,161405539.0
56.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,,,,3.0,1.0,6.0,4.0,,,,,5.0,2.0,1.0,2.0,1.0,19.0,4.0,3.0,2.0,0.45209750865554293,4.0,3.0,161405622.0
24.0,1.0,1.0,15.0,1.0,3.0,2.0,2.0,6.0,7.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,,3.0,3.0,3.0,3.0,3.0,6.0,6.0,,,,,,1.0,,,,,,,,3.0,4.0,7.0,2.0,1.0,2.0,4.0,3.0,3.0,0.5060672958791752,4.0,3.0,161405675.0
52.0,4.0,1.0,16.0,1.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,99.0,1.0,5.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,,,3.0,2.0,,,,,,,9.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,0.39560467138011923,4.0,3.0,161405693.0
40.0,3.0,2.0,16.0,1.0,3.0,98.0,5.0,6.0,9.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,3.0,,,,,,99.0,,,,,,,,99.0,,,1.0,2.0,1.0,6.0,6.0,5.0,1.5992473928597462,4.0,3.0,161405727.0
41.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,,,3.0,4.0,8.0,2.0,6.0,1.0,,,2.0,3.0,8.0,1.0,4.0,1.0,3.0,2.0,2.0,0.758229488651705,4.0,3.0,161405804.0
24.0,1.0,1.0,16.0,2.0,3.0,1.0,1.0,5.0,6.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,8.0,6.0,7.0,,,,,,3.0,1.0,7.0,1.0,1.0,3.0,6.0,5.0,8.0,1.4897622816579985,4.0,3.0,161405852.0
34.0,2.0,1.0,16.0,1.0,1.0,3.0,1.0,6.0,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,,,,,1.0,5.0,,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,8.0,1.3779820639750704,4.0,3.0,161406134.0
44.0,3.0,1.0,14.0,1.0,1.0,1.0,6.0,7.0,8.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,,,,5.0,4.0,3.0,,,,,,5.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,0.8838187071441491,4.0,3.0,161406147.0
57.0,4.0,1.0,16.0,1.0,2.0,2.0,4.0,5.0,9.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,,,,6.0,,,,,,,,9.0,4.0,5.0,1.0,1.0,3.0,99.0,3.0,1.0,0.20680255471837455,4.0,3.0,161406160.0
45.0,4.0,1.0,16.0,1.0,3.0,2.0,1.0,5.0,7.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,,,8.0,6.0,1.0,3.0,,,,,6.0,9.0,8.0,1.0,1.0,1.0,5.0,5.0,8.0,0.7040296905075331,4.0,3.0,161406181.0
53.0,4.0,1.0,15.0,1.0,3.0,1.0,5.0,8.0,9.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,4.0,,,,7.0,1.0,6.0,,,,,,9.0,6.0,2.0,2.0,3.0,16.0,5.0,4.0,8.0,0.7040296905075331,4.0,3.0,161406498.0
47.0,4.0,1.0,16.0,1.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,4.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,6.0,,,3.0,2.0,3.0,3.0,99.0,6.0,2.0,,,,,,99.0,,,,,,,,9.0,3.0,8.0,1.0,3.0,1.0,4.0,4.0,4.0,1.5063580822985623,4.0,3.0,161406947.0
49.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,4.0,7.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,,,,1.0,4.0,3.0,,,,,,2.0,1.0,6.0,1.0,1.0,16.0,3.0,2.0,2.0,0.39560467138011923,4.0,3.0,161407091.0
57.0,4.0,1.0,16.0,1.0,1.0,3.0,6.0,7.0,,2.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,6.0,7.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,1.0,,,5.0,8.0,3.0,7.0,1.0,,,,6.0,7.0,8.0,3.0,1.0,19.0,4.0,3.0,4.0,1.7214678830118193,4.0,3.0,161407140.0
35.0,3.0,1.0,16.0,1.0,2.0,1.0,5.0,7.0,9.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,6.0,,,,3.0,6.0,2.0,1.0,,,,,1.0,2.0,5.0,2.0,1.0,20.0,3.0,2.0,8.0,0.73541984504408,4.0,3.0,161407281.0
41.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,7.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,2.0,,,,3.0,6.0,5.0,2.0,4.0,,,,2.0,1.0,8.0,1.0,2.0,20.0,4.0,3.0,6.0,1.6547487507459215,4.0,3.0,161407747.0
25.0,2.0,1.0,16.0,1.0,2.0,1.0,4.0,5.0,9.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,5.0,,,,2.0,5.0,3.0,,,,,,5.0,3.0,4.0,1.0,1.0,20.0,4.0,3.0,8.0,1.2057932882835283,4.0,3.0,161407823.0
18.0,1.0,1.0,14.0,2.0,1.0,1.0,3.0,,,97.0,4.0,,,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,,,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,8.0,,,,,,,,5.0,2.0,7.0,1.0,3.0,99.0,6.0,6.0,4.0,1.5790949762578619,4.0,3.0,161407832.0
59.0,4.0,1.0,16.0,1.0,3.0,1.0,1.0,,,3.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,3.0,,,,,,,,6.0,7.0,1.0,2.0,1.0,1.0,99.0,99.0,6.0,0.33119873084503887,4.0,3.0,161408280.0
42.0,3.0,1.0,16.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,,,,,1.0,,,,,,,,5.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,8.0,0.73541984504408,4.0,3.0,161408474.0
54.0,4.0,2.0,3.0,2.0,6.0,1.0,6.0,9.0,,1.0,6.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,,,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,,,,,8.0,,,,,,,,9.0,7.0,6.0,1.0,2.0,19.0,98.0,6.0,7.0,1.1897781045908857,4.0,2.0,161409306.0
33.0,2.0,1.0,10.0,1.0,6.0,3.0,8.0,,,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,,,3.0,1.0,4.0,2.0,1.0,4.0,3.0,,,,,,8.0,,,,,,,,9.0,6.0,1.0,1.0,3.0,11.0,98.0,6.0,7.0,1.2536329897329717,4.0,2.0,161409307.0
33.0,2.0,1.0,16.0,1.0,3.0,2.0,1.0,4.0,6.0,1.0,98.0,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,7.0,8.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,,,,,99.0,,,,,,,,2.0,7.0,6.0,2.0,1.0,10.0,99.0,99.0,7.0,2.0377477140617763,4.0,3.0,161409672.0
35.0,3.0,1.0,16.0,1.0,3.0,2.0,1.0,2.0,6.0,3.0,2.0,5.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,,,,4.0,8.0,3.0,,,,,,4.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,1.1321912382892831,4.0,3.0,161409810.0
56.0,4.0,1.0,14.0,1.0,3.0,1.0,4.0,6.0,9.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,,,,4.0,3.0,1.0,,,,,,9.0,1.0,4.0,1.0,2.0,20.0,3.0,3.0,4.0,2.117992777312794,4.0,3.0,161410584.0
59.0,4.0,1.0,16.0,1.0,2.0,1.0,9.0,,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,6.0,4.0,6.0,3.0,,,,7.0,4.0,3.0,,,,,,9.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,0.6685461921776391,4.0,3.0,161410833.0
54.0,4.0,2.0,15.0,1.0,2.0,2.0,1.0,5.0,8.0,3.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,,,,3.0,6.0,4.0,,,,,,5.0,2.0,7.0,1.0,3.0,3.0,5.0,3.0,4.0,1.7914763633175916,4.0,3.0,161411085.0
51.0,4.0,2.0,16.0,2.0,3.0,1.0,5.0,7.0,9.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,99.0,99.0,1.0,3.0,4.0,,1.0,1.0,3.0,4.0,2.0,5.0,5.0,,,,,,1.0,,,,,,,,9.0,8.0,99.0,1.0,1.0,1.0,5.0,4.0,4.0,2.126378874308388,4.0,3.0,161411312.0
62.0,5.0,2.0,16.0,1.0,1.0,1.0,2.0,5.0,6.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,6.0,,,,8.0,6.0,1.0,7.0,2.0,5.0,3.0,4.0,9.0,2.0,7.0,1.0,1.0,1.0,4.0,3.0,1.0,0.3367162537696806,4.0,3.0,161411593.0
51.0,4.0,2.0,16.0,1.0,2.0,2.0,1.0,7.0,9.0,1.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,,,,,,8.0,2.0,6.0,,,,,,5.0,2.0,3.0,2.0,1.0,15.0,4.0,2.0,1.0,0.5394463021914948,4.0,3.0,161411864.0
51.0,4.0,1.0,16.0,1.0,2.0,2.0,1.0,5.0,7.0,3.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,5.0,1.0,,,8.0,7.0,1.0,5.0,3.0,6.0,,,2.0,5.0,9.0,1.0,1.0,16.0,2.0,2.0,6.0,0.33119873084503887,4.0,3.0,161411999.0
47.0,4.0,1.0,16.0,1.0,3.0,3.0,4.0,5.0,6.0,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,8.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,6.0,7.0,,,,,,,2.0,3.0,1.0,3.0,3.0,19.0,4.0,3.0,8.0,0.7040296905075331,4.0,3.0,161412181.0
32.0,2.0,1.0,13.0,2.0,3.0,98.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,,,1.0,2.0,2.0,1.0,1.0,5.0,99.0,,,,,,99.0,,,,,,,,1.0,6.0,5.0,2.0,3.0,99.0,99.0,1.0,5.0,1.9739626112638837,4.0,3.0,161412409.0
60.0,5.0,1.0,16.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,98.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,99.0,,,,,,99.0,,,,,,,,99.0,,,1.0,1.0,1.0,3.0,3.0,3.0,0.43941633669713626,4.0,3.0,161412483.0
57.0,4.0,1.0,16.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,,,,4.0,3.0,2.0,,,,,,99.0,,,2.0,1.0,1.0,4.0,3.0,8.0,0.7040296905075331,4.0,3.0,161413079.0
47.0,4.0,1.0,15.0,1.0,1.0,3.0,2.0,5.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,1.0,,3.0,2.0,4.0,6.0,1.0,8.0,7.0,5.0,2.0,1.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,0.23633421578569633,4.0,3.0,161413646.0
49.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,,,,4.0,3.0,6.0,7.0,,,,,5.0,8.0,9.0,1.0,1.0,1.0,4.0,4.0,3.0,0.6685461921776391,4.0,3.0,161413713.0
25.0,2.0,1.0,16.0,1.0,3.0,2.0,7.0,8.0,,1.0,1.0,3.0,,1.0,99.0,2.0,1.0,3.0,2.0,3.0,3.0,6.0,,1.0,2.0,2.0,1.0,3.0,6.0,5.0,3.0,,,,,4.0,3.0,,,,,,,1.0,4.0,5.0,1.0,2.0,4.0,5.0,5.0,7.0,2.0377477140617763,4.0,3.0,161413743.0
36.0,3.0,1.0,16.0,2.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,1.0,3.0,,,5.0,3.0,6.0,2.0,1.0,7.0,8.0,4.0,9.0,8.0,3.0,1.0,3.0,20.0,99.0,2.0,1.0,0.43767279157009414,4.0,3.0,161413792.0
31.0,2.0,2.0,16.0,1.0,3.0,2.0,1.0,5.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,2.0,,,,3.0,1.0,5.0,8.0,6.0,,,,2.0,7.0,8.0,1.0,3.0,19.0,4.0,4.0,8.0,1.1523998407258065,4.0,3.0,161413910.0
35.0,3.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,9.0,1.0,3.0,4.0,5.0,99.0,99.0,99.0,1.0,1.0,1.0,99.0,2.0,3.0,5.0,99.0,99.0,99.0,99.0,99.0,2.0,99.0,,,,,,99.0,,,,,,,,1.0,5.0,9.0,1.0,3.0,1.0,6.0,5.0,8.0,1.1819918690878601,4.0,3.0,161414398.0
54.0,4.0,1.0,16.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,,,,,,99.0,,,,,,,,99.0,,,1.0,1.0,1.0,3.0,2.0,6.0,0.3784943200052516,4.0,3.0,161414667.0
23.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,5.0,9.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,99.0,4.0,4.0,3.0,5.0,2.0,5.0,,,,,6.0,5.0,1.0,8.0,7.0,3.0,4.0,,3.0,2.0,6.0,2.0,3.0,19.0,6.0,3.0,7.0,1.6321138151376584,4.0,3.0,161414736.0
21.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,8.0,3.0,99.0,2.0,2.0,4.0,2.0,3.0,4.0,6.0,,,,1.0,8.0,3.0,,,,,,9.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,0.7845945324757906,4.0,3.0,161415255.0
43.0,3.0,1.0,16.0,1.0,3.0,2.0,4.0,5.0,9.0,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,,,,6.0,3.0,4.0,,,,,,8.0,9.0,6.0,2.0,1.0,20.0,4.0,4.0,3.0,1.1321912382892831,4.0,3.0,161415427.0
61.0,5.0,2.0,16.0,1.0,3.0,2.0,4.0,5.0,9.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,,,,4.0,1.0,3.0,,,,,,6.0,2.0,9.0,1.0,3.0,16.0,3.0,3.0,8.0,0.6066285570875872,4.0,3.0,161415430.0
33.0,2.0,1.0,5.0,2.0,3.0,98.0,99.0,,,98.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,5.0,99.0,4.0,1.0,1.0,0.8301361882561056,4.0,3.0,161415933.0
17.0,1.0,1.0,13.0,2.0,3.0,2.0,5.0,8.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,2.0,6.0,4.0,6.0,2.0,,,,6.0,1.0,8.0,,,,,,3.0,8.0,9.0,1.0,3.0,19.0,98.0,3.0,7.0,1.9606318954855289,4.0,3.0,161415951.0
43.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,5.0,1.0,8.0,3.0,6.0,4.0,2.0,7.0,2.0,6.0,8.0,1.0,3.0,1.0,2.0,2.0,8.0,1.1819918690878601,4.0,3.0,161416089.0
46.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,7.0,9.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,,,,,,8.0,3.0,7.0,,,,,,9.0,7.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.23633421578569633,4.0,3.0,161416464.0
33.0,2.0,1.0,16.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,7.0,99.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,,,,3.0,1.0,7.0,6.0,4.0,,,,3.0,5.0,2.0,2.0,1.0,2.0,5.0,4.0,6.0,1.3458947519436977,4.0,3.0,161416771.0
33.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,,,,,6.0,3.0,8.0,1.0,2.0,,,,6.0,4.0,2.0,1.0,1.0,20.0,4.0,3.0,2.0,0.7269574603524165,4.0,3.0,161416778.0
58.0,4.0,2.0,16.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,6.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,2.0,,,,6.0,8.0,3.0,7.0,1.0,4.0,,,5.0,2.0,9.0,1.0,1.0,15.0,4.0,4.0,6.0,4.123243108876131,4.0,3.0,161416877.0
29.0,2.0,1.0,16.0,1.0,3.0,1.0,2.0,7.0,8.0,1.0,3.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,99.0,3.0,4.0,7.0,8.0,1.0,99.0,3.0,2.0,4.0,4.0,6.0,2.0,1.0,,,,6.0,4.0,5.0,,,,,,1.0,8.0,9.0,1.0,2.0,2.0,4.0,3.0,3.0,1.018009469142816,4.0,3.0,161417302.0
47.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,4.0,6.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,3.0,3.0,2.0,99.0,3.0,4.0,1.0,6.0,,,,2.0,6.0,7.0,,,,,,7.0,4.0,2.0,1.0,1.0,3.0,5.0,4.0,8.0,1.4607267255064647,4.0,3.0,161417321.0
25.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,,,,2.0,7.0,5.0,,,,,,3.0,2.0,9.0,2.0,1.0,20.0,3.0,3.0,6.0,1.177715516810306,4.0,3.0,161417384.0
