IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
45.0,4.0,1.0,11.0,1.0,5.0,1.0,1.0,3.0,6.0,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,,,,,6.0,1.0,,,,,,,5.0,7.0,9.0,1.0,2.0,99.0,5.0,5.0,5.0,0.9899302692579269,4.0,2.0,161603465.0
61.0,5.0,2.0,8.0,2.0,5.0,1.0,1.0,5.0,,3.0,98.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,,,1.0,1.0,1.0,1.0,1.0,99.0,3.0,,,,,,8.0,,,,,,,,8.0,9.0,7.0,1.0,3.0,99.0,5.0,5.0,5.0,1.3683079817240973,4.0,2.0,161603466.0
32.0,2.0,1.0,6.0,2.0,5.0,1.0,5.0,8.0,,1.0,3.0,,,3.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,,,,,4.0,5.0,,,,,,,7.0,5.0,2.0,3.0,2.0,20.0,98.0,6.0,8.0,1.01207150635794,4.0,2.0,161603495.0
46.0,4.0,1.0,14.0,2.0,4.0,1.0,1.0,5.0,8.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,,,,3.0,8.0,4.0,,,,,,3.0,8.0,5.0,1.0,3.0,10.0,98.0,5.0,8.0,0.33990552331470236,4.0,2.0,161603496.0
46.0,4.0,2.0,14.0,2.0,5.0,98.0,1.0,2.0,5.0,98.0,98.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,8.0,,,,,,,,9.0,8.0,7.0,1.0,2.0,2.0,98.0,6.0,7.0,1.754150763396738,4.0,2.0,161604783.0
38.0,3.0,1.0,5.0,1.0,6.0,1.0,3.0,7.0,9.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,,,1.0,2.0,4.0,5.0,6.0,8.0,,,9.0,8.0,1.0,1.0,3.0,19.0,5.0,5.0,7.0,1.9269778830009916,4.0,2.0,161605214.0
66.0,5.0,1.0,11.0,2.0,5.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,3.0,,,,,,,,5.0,6.0,7.0,1.0,3.0,11.0,5.0,5.0,5.0,1.0965254548672,4.0,2.0,161609176.0
40.0,3.0,1.0,8.0,1.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,,,,3.0,7.0,5.0,,,,,,9.0,5.0,4.0,1.0,2.0,1.0,99.0,99.0,5.0,1.7686645855235443,4.0,2.0,161609431.0
46.0,4.0,2.0,10.0,1.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,,,,5.0,8.0,,,,,,,4.0,9.0,1.0,1.0,3.0,20.0,99.0,99.0,5.0,1.6819692218036744,4.0,2.0,161609432.0
73.0,5.0,2.0,7.0,2.0,5.0,1.0,2.0,6.0,,3.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,,,,8.0,5.0,4.0,,,,,,6.0,1.0,3.0,1.0,2.0,11.0,99.0,99.0,5.0,1.3683079817240973,4.0,2.0,161609433.0
40.0,3.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,8.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,,,,4.0,1.0,3.0,,,,,,9.0,2.0,3.0,1.0,1.0,1.0,6.0,6.0,3.0,0.5570307312038068,4.0,2.0,161617378.0
16.0,1.0,1.0,10.0,1.0,5.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,99.0,2.0,3.0,4.0,,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,3.0,,,3.0,2.0,6.0,,,,,,3.0,6.0,9.0,1.0,3.0,19.0,6.0,99.0,3.0,0.5927125020611967,4.0,2.0,161617379.0
19.0,1.0,2.0,14.0,1.0,5.0,1.0,1.0,6.0,9.0,1.0,2.0,3.0,5.0,2.0,2.0,99.0,1.0,99.0,2.0,3.0,4.0,5.0,,2.0,1.0,1.0,2.0,3.0,5.0,4.0,6.0,,,,,3.0,,,,,,,,8.0,5.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,0.6102433615169548,4.0,2.0,161617380.0
44.0,3.0,1.0,11.0,2.0,4.0,1.0,4.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,,1.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,,,,,4.0,3.0,,,,,,,3.0,2.0,9.0,1.0,3.0,1.0,98.0,6.0,7.0,1.2670121050391476,4.0,2.0,161636723.0
20.0,1.0,2.0,14.0,2.0,6.0,1.0,4.0,6.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,,1.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,,,,,4.0,,,,,,,,7.0,1.0,2.0,1.0,1.0,19.0,6.0,6.0,7.0,0.8856125817260639,4.0,2.0,161639176.0
56.0,4.0,1.0,8.0,1.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,4.0,6.0,1.0,99.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,6.0,3.0,,,,,,9.0,2.0,4.0,2.0,3.0,1.0,6.0,4.0,7.0,1.413267206841405,4.0,2.0,161640112.0
42.0,3.0,2.0,7.0,1.0,5.0,1.0,5.0,6.0,9.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,6.0,2.0,1.0,8.0,7.0,5.0,2.0,1.0,3.0,4.0,6.0,9.0,7.0,4.0,1.0,3.0,10.0,6.0,6.0,7.0,1.2103827849613977,4.0,2.0,161642064.0
62.0,5.0,1.0,12.0,1.0,5.0,1.0,1.0,6.0,,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,1.0,1.0,2.0,1.0,4.0,4.0,,,,,,5.0,,,,,,,,8.0,9.0,6.0,1.0,2.0,1.0,6.0,6.0,7.0,0.9811527634856878,4.0,2.0,161642256.0
47.0,4.0,2.0,1.0,2.0,6.0,98.0,99.0,,,98.0,6.0,,,99.0,99.0,99.0,99.0,2.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,3.0,2.0,98.0,99.0,7.0,1.1897781045908857,4.0,2.0,161643893.0
70.0,5.0,1.0,7.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,8.0,,,,,,,,6.0,7.0,9.0,2.0,3.0,2.0,6.0,6.0,7.0,0.6821242928724778,4.0,2.0,161644105.0
53.0,4.0,1.0,7.0,1.0,6.0,3.0,1.0,5.0,6.0,2.0,5.0,,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,,,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,,,,,5.0,,,,,,,,4.0,3.0,9.0,1.0,4.0,1.0,5.0,5.0,7.0,1.413267206841405,4.0,2.0,161645889.0
27.0,2.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,,,,3.0,2.0,,,,,,,5.0,1.0,99.0,2.0,1.0,1.0,4.0,3.0,2.0,0.4713431413248449,4.0,2.0,161648470.0
25.0,2.0,1.0,11.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,,,,3.0,6.0,5.0,,,,,,3.0,1.0,6.0,1.0,3.0,20.0,99.0,99.0,2.0,0.49761529650355074,4.0,2.0,161648471.0
38.0,3.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,7.0,1.0,4.0,5.0,,99.0,99.0,99.0,2.0,99.0,3.0,99.0,98.0,,,1.0,4.0,1.0,99.0,1.0,99.0,4.0,3.0,,,,,1.0,2.0,6.0,,,,,,1.0,2.0,99.0,1.0,3.0,10.0,99.0,99.0,2.0,0.5623916342759501,4.0,2.0,161648472.0
39.0,3.0,2.0,14.0,2.0,5.0,2.0,5.0,6.0,,1.0,2.0,3.0,,3.0,3.0,3.0,2.0,99.0,3.0,99.0,3.0,5.0,,1.0,99.0,1.0,1.0,1.0,2.0,5.0,,,,,,7.0,1.0,8.0,,,,,,8.0,9.0,5.0,1.0,3.0,1.0,6.0,99.0,2.0,0.5161929380828038,4.0,2.0,161648473.0
20.0,1.0,2.0,9.0,2.0,5.0,1.0,1.0,6.0,8.0,1.0,6.0,,,3.0,3.0,3.0,3.0,3.0,99.0,2.0,5.0,,,3.0,3.0,1.0,1.0,2.0,6.0,4.0,3.0,,,,,6.0,,,,,,,,3.0,9.0,99.0,2.0,3.0,11.0,99.0,99.0,2.0,0.7389138054202404,4.0,2.0,161648474.0
51.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,,,1.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,8.0,1.0,,,,,,,6.0,7.0,99.0,1.0,3.0,1.0,99.0,99.0,2.0,0.2707984257449858,4.0,2.0,161648475.0
55.0,4.0,1.0,10.0,2.0,6.0,2.0,7.0,,,1.0,2.0,,,1.0,2.0,2.0,2.0,99.0,1.0,99.0,3.0,,,1.0,1.0,1.0,99.0,1.0,5.0,5.0,3.0,,,,,6.0,8.0,,,,,,,5.0,7.0,99.0,1.0,3.0,11.0,6.0,6.0,2.0,0.3122078756884702,4.0,2.0,161648476.0
23.0,1.0,1.0,10.0,1.0,5.0,2.0,4.0,6.0,9.0,1.0,3.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,2.0,2.0,1.0,2.0,2.0,99.0,5.0,,,,,,99.0,,,,,,,,99.0,,,3.0,1.0,16.0,6.0,99.0,2.0,0.4699582726620329,4.0,2.0,161648477.0
46.0,4.0,1.0,12.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,6.0,,,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,7.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,,,,,,2.0,8.0,,,,,,,7.0,9.0,8.0,2.0,1.0,2.0,6.0,6.0,7.0,1.227426402955181,4.0,2.0,161649389.0
41.0,3.0,2.0,14.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,,,,6.0,7.0,8.0,,,,,,3.0,9.0,5.0,1.0,1.0,10.0,98.0,6.0,3.0,0.5350172659892501,4.0,2.0,161650689.0
23.0,1.0,2.0,14.0,1.0,4.0,2.0,1.0,5.0,6.0,1.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,,,,,6.0,,,,,,,,6.0,5.0,3.0,1.0,3.0,1.0,6.0,5.0,3.0,0.6294373405519602,4.0,2.0,161650690.0
22.0,1.0,2.0,12.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,,,,,,3.0,1.0,,,,,,,5.0,3.0,6.0,1.0,1.0,19.0,98.0,6.0,3.0,0.7526519924501046,4.0,2.0,161650691.0
25.0,2.0,2.0,14.0,1.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,,,,3.0,4.0,8.0,,,,,,3.0,1.0,9.0,1.0,2.0,10.0,6.0,6.0,3.0,0.36666387380362964,4.0,2.0,161650692.0
35.0,3.0,1.0,1.0,2.0,5.0,1.0,5.0,,,2.0,6.0,,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,,,1.0,1.0,1.0,4.0,1.0,5.0,3.0,,,,,,4.0,,,,,,,,1.0,6.0,2.0,2.0,2.0,1.0,98.0,99.0,8.0,0.6172678829874813,4.0,2.0,161650755.0
45.0,4.0,1.0,14.0,2.0,5.0,3.0,3.0,5.0,6.0,1.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,7.0,,1.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,3.0,,,,8.0,7.0,,,,,,,6.0,4.0,7.0,1.0,2.0,16.0,98.0,99.0,8.0,0.32954048923098633,4.0,2.0,161650756.0
64.0,5.0,1.0,13.0,2.0,5.0,1.0,4.0,6.0,8.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,6.0,,,,,8.0,1.0,7.0,,,,,,3.0,2.0,6.0,1.0,2.0,2.0,98.0,6.0,7.0,0.592426798779296,4.0,2.0,161652621.0
61.0,5.0,1.0,12.0,1.0,5.0,2.0,1.0,,,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,,,2.0,2.0,1.0,2.0,2.0,4.0,3.0,,,,,,1.0,,,,,,,,2.0,99.0,,1.0,3.0,1.0,5.0,5.0,7.0,0.9811527634856878,4.0,2.0,161688630.0
57.0,4.0,2.0,6.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,99.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,,,,,1.0,4.0,,,,,,,9.0,1.0,4.0,1.0,1.0,10.0,98.0,5.0,1.0,0.49846383642468534,4.0,2.0,161705051.0
49.0,4.0,2.0,12.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,,,,3.0,5.0,,,,,,,9.0,5.0,2.0,1.0,1.0,16.0,99.0,99.0,3.0,1.2763321757517352,4.0,3.0,161705374.0
30.0,2.0,2.0,16.0,1.0,3.0,2.0,5.0,8.0,9.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0,,,3.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,5.0,,,99.0,,,,,,,,8.0,9.0,5.0,2.0,1.0,1.0,99.0,99.0,1.0,0.41696037617033155,4.0,3.0,161706106.0
31.0,2.0,2.0,16.0,2.0,3.0,2.0,1.0,6.0,,3.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,,4.0,1.0,2.0,2.0,4.0,4.0,3.0,6.0,,,,,5.0,6.0,,,,,,,3.0,2.0,5.0,2.0,1.0,1.0,99.0,99.0,7.0,1.738301749408632,4.0,3.0,161707304.0
29.0,2.0,2.0,15.0,1.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,5.0,,,,4.0,5.0,2.0,1.0,8.0,,,,1.0,7.0,2.0,1.0,2.0,18.0,6.0,6.0,1.0,0.41696037617033155,4.0,3.0,161710229.0
69.0,5.0,2.0,16.0,2.0,2.0,1.0,2.0,8.0,9.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,,,,1.0,8.0,6.0,4.0,7.0,,,,9.0,3.0,2.0,1.0,4.0,1.0,5.0,4.0,8.0,0.7055734484834709,4.0,3.0,161711111.0
64.0,5.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,99.0,3.0,1.0,5.0,5.0,,,,,,8.0,3.0,4.0,,,,,,6.0,1.0,7.0,2.0,3.0,11.0,99.0,99.0,2.0,1.4420776974688012,4.0,2.0,161711213.0
47.0,4.0,2.0,12.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,,,,,6.0,4.0,,,,,,,3.0,7.0,2.0,1.0,1.0,10.0,98.0,99.0,2.0,1.046685965772965,4.0,2.0,161711214.0
52.0,4.0,2.0,10.0,1.0,4.0,1.0,1.0,7.0,9.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,,,,,,3.0,2.0,8.0,,,,,,9.0,3.0,99.0,1.0,1.0,1.0,99.0,99.0,2.0,1.411672841283872,4.0,2.0,161711215.0
62.0,5.0,2.0,14.0,2.0,5.0,2.0,5.0,6.0,7.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,,,,,8.0,7.0,1.0,,,,,,8.0,6.0,4.0,2.0,3.0,15.0,6.0,6.0,5.0,0.8651072029592319,4.0,2.0,161712689.0
47.0,4.0,2.0,14.0,2.0,5.0,1.0,4.0,6.0,8.0,2.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,,,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,,,,6.0,2.0,1.0,,,,,,5.0,4.0,2.0,1.0,3.0,18.0,6.0,5.0,5.0,1.2717056712512265,4.0,2.0,161712690.0
45.0,4.0,1.0,14.0,1.0,5.0,1.0,1.0,5.0,6.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,,,,,,1.0,5.0,4.0,,,,,,6.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,1.6858032268144676,4.0,2.0,161712691.0
60.0,5.0,1.0,9.0,1.0,5.0,98.0,8.0,,,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,,,,,8.0,7.0,,,,,,,3.0,4.0,9.0,1.0,1.0,20.0,6.0,6.0,5.0,1.8136513147131847,4.0,2.0,161712692.0
40.0,3.0,1.0,11.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,,,,4.0,3.0,2.0,,,,,,1.0,3.0,9.0,2.0,3.0,19.0,4.0,4.0,5.0,1.7686645855235443,4.0,2.0,161712693.0
46.0,4.0,1.0,13.0,1.0,5.0,1.0,4.0,5.0,6.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,7.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,,,,5.0,,,,,,,,3.0,5.0,4.0,1.0,2.0,1.0,6.0,5.0,5.0,1.6858032268144676,4.0,2.0,161712858.0
61.0,5.0,2.0,11.0,2.0,5.0,2.0,5.0,6.0,8.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,6.0,8.0,7.0,1.0,,,,,1.0,9.0,8.0,1.0,1.0,1.0,5.0,4.0,5.0,1.3683079817240973,4.0,2.0,161712859.0
74.0,5.0,2.0,7.0,2.0,5.0,3.0,4.0,5.0,6.0,2.0,6.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,4.0,99.0,4.0,4.0,1.0,4.0,3.0,,,,,,5.0,2.0,8.0,,,,,,4.0,7.0,1.0,2.0,2.0,2.0,6.0,6.0,5.0,1.3683079817240973,4.0,2.0,161712860.0
54.0,4.0,2.0,14.0,1.0,5.0,1.0,5.0,6.0,8.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,,,,,4.0,6.0,3.0,5.0,1.0,,,,2.0,5.0,6.0,1.0,3.0,15.0,5.0,4.0,5.0,1.0634182569809025,4.0,2.0,161712861.0
70.0,5.0,2.0,6.0,2.0,5.0,98.0,99.0,,,1.0,5.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0,,,4.0,4.0,4.0,4.0,4.0,99.0,3.0,5.0,6.0,,,,8.0,2.0,5.0,,,,,,8.0,9.0,7.0,99.0,2.0,11.0,6.0,6.0,5.0,1.3683079817240973,4.0,2.0,161712862.0
65.0,5.0,2.0,16.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,4.0,,,1.0,1.0,1.0,4.0,1.0,6.0,4.0,1.0,5.0,,,,4.0,6.0,2.0,8.0,1.0,7.0,3.0,,5.0,4.0,9.0,1.0,1.0,1.0,99.0,99.0,1.0,0.2588937520043979,4.0,3.0,161714845.0
60.0,5.0,2.0,16.0,2.0,3.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,2.0,,,,1.0,2.0,5.0,,,,,,8.0,9.0,6.0,1.0,1.0,15.0,99.0,99.0,8.0,0.7055734484834709,4.0,3.0,161734110.0
32.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,4.0,1.0,8.0,6.0,,,,,2.0,8.0,3.0,1.0,2.0,2.0,98.0,5.0,1.0,0.41696037617033155,4.0,3.0,161736840.0
27.0,2.0,2.0,16.0,1.0,2.0,1.0,7.0,8.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,1.0,,,,1.0,6.0,4.0,,,,,,9.0,2.0,8.0,2.0,1.0,19.0,99.0,99.0,2.0,0.9286532429511172,4.0,3.0,161744397.0
65.0,5.0,2.0,16.0,1.0,2.0,1.0,1.0,7.0,8.0,3.0,2.0,6.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,,,,,8.0,7.0,6.0,1.0,,,,,2.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,8.0,0.6066285570875872,4.0,3.0,161745417.0
55.0,4.0,2.0,16.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,,,,,4.0,6.0,8.0,7.0,1.0,5.0,,,5.0,3.0,9.0,1.0,1.0,14.0,3.0,3.0,1.0,0.5394463021914948,4.0,3.0,161758432.0
44.0,3.0,2.0,14.0,2.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,2.0,2.0,5.0,,,,,99.0,,,,,,,,9.0,6.0,1.0,2.0,3.0,13.0,5.0,5.0,5.0,1.627636525395303,4.0,3.0,161760636.0
18.0,1.0,1.0,14.0,2.0,3.0,98.0,99.0,,,98.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,1.0,20.0,99.0,99.0,3.0,0.9249950169760025,4.0,3.0,161763698.0
23.0,1.0,1.0,13.0,1.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,2.0,,,,6.0,7.0,8.0,,,,,,8.0,5.0,2.0,1.0,3.0,11.0,6.0,5.0,5.0,1.5446829619543505,4.0,2.0,161763740.0
62.0,5.0,1.0,11.0,2.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,,1.0,2.0,2.0,4.0,1.0,6.0,2.0,,,,,,7.0,8.0,,,,,,,8.0,3.0,6.0,1.0,3.0,99.0,6.0,5.0,5.0,1.0965254548672,4.0,2.0,161763741.0
68.0,5.0,1.0,8.0,2.0,5.0,2.0,1.0,5.0,6.0,3.0,1.0,,,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,,,4.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,,,,,8.0,1.0,,,,,,,9.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0965254548672,4.0,2.0,161763742.0
